HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"5906.91.10.00","3","Of cotton","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (AU,BH, CL,CO,IL,JO, KR, MA,OM, P,PA,PE,S,SG)","40%","",""
"","3","Of man-made fibers:","","","","","",""
"5906.91.20.00","4","Over 70 percent by weight of rubber or plastics","[""m<sup>2<\/sup>"",""kg""]","Free","","25%","",""
"5906.91.25.00","4","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","7.5%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","84.5%","",""
"5906.91.30.00","3","Other","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","40%","",""
"5906.99","2","Other:","","","","","",""
"5906.99.10.00","3","Of cotton","[""m<sup>2<\/sup>"",""kg""]","2.7%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"","3","Of man-made fibers:","","","","","",""
"5906.99.20.00","4","Over 70 percent by weight of rubber or plastics","[""m<sup>2<\/sup>"",""kg""]","Free","","25%","",""
"5906.99.25.00","4","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","84.5%","",""
"5906.99.30.00","3","Other","[""m<sup>2<\/sup>"",""kg""]","3.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","40%","",""
"5907.00","0","Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like:","","","","","",""
"","1","Laminated fabrics; fabrics specified in note 9 to section XI:","","","","","",""
"","2","Of man-made fibers:","","","","","",""
"5907.00.05.00","3","Theatrical, ballet, and operatic scenery and properties, including sets (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","83.5%","",""
"5907.00.15.00","3","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","8%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM, P,PA,PE,S,SG)","83.5%","",""
"","2","Other:","","","","","",""
"5907.00.25.00","3","Theatrical, ballet, and operatic scenery and properties, including sets (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","83.5%","",""
"5907.00.35.00","3","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","83.5%","",""
"","1","Other:","","","","","",""
"5907.00.60.00","2","Of man-made fibers (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","50%","",""
"5907.00.80","2","Other","","Free","","50%","",""
"5907.00.80.10","3","Of vegetable fibers, except cotton (810)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5907.00.80.90","3","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","","","","",""
"5908.00.00.00","0","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated","[""kg""]","3.4%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","78.5%","",""
"5909.00","0","Textile hosepiping and similar textile tubing, with or without lining, armor or accessories of other materials:","","","","","",""
"5909.00.10.00","1","Of vegetable fibers","[""kg""]","Free","","21.5%","",""
"5909.00.20.00","1","Other","[""kg""]","3.3%","Free (AU,B,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","88.5%","",""
"5910.00","0","Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material:","","","","","",""
"5910.00.10","1","Of man-made fibers","","4%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","74%","",""
"","2","Power transmission belts and belting:","","","","","",""
"","3","Belts:","","","","","",""
"5910.00.10.10","4","V-belts","[""No."",""kg""]","","","","",""
"5910.00.10.20","4","Synchronous belts","[""No."",""kg""]","","","","",""
"5910.00.10.30","4","Other","[""No."",""kg""]","","","","",""
"","3","Belting:","","","","","",""
"5910.00.10.60","4","Link","[""m"",""kg""]","","","","",""
"5910.00.10.70","4","Other","[""m"",""kg""]","","","","",""
"5910.00.10.90","2","Other","[""kg""]","","","","",""
"5910.00.90.00","1","Other","[""kg""]","2.6%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","30%","",""
"5911","0","Textile products and articles, for technical uses, specified in note 8 to this chapter:","","","","","",""
"5911.10","1","Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narrow fabrics made of velvet impregnated with rubber, for covering weaving spindles (weaving beams):","","","","","",""
"5911.10.10.00","2","Printers' rubberized blankets","[""kg""]","2.9%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"5911.10.20.00","2","Other","[""kg""]","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.20","1","Bolting cloth, whether or not made up:","","","","","",""
"5911.20.10.00","2","Fabrics principally used for stenciling purposes in screen-process printing","[""m<sup>2<\/sup>"",""kg""]","3.3%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","62%","",""
"","2","Other:","","","","","",""
"5911.20.20.00","3","Of silk","[""m<sup>2<\/sup>"",""kg""]","Free","","Free","",""
"5911.20.30.00","3","Other (229)","[""m<sup>2<\/sup>"",""<u>kg<\/u>""]","Free","","63%","",""
"","1","Textile fabrics and felts, endless or fitted with linking devices, of a kind used in papermaking or similar machines (for example, for pulp or asbestos-cement):","","","","","",""
"5911.31.00","2","Weighing less than 650 g/m<sup>2</sup>","","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR, MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.31.00.10","3","Press felts","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.20","3","Dryer felts and dryer fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.30","3","Paper-forming fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.31.00.80","3","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00","2","Weighing 650 g/m<sup>2</sup> or more","","3.8%","Free (AU,BH, CL,CO,E*,IL, JO,KR,MA,OM, P,PA,PE,S,SG)","68.5%","",""
"5911.32.00.10","3","Press felts","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.20","3","Dryer felts and dryer fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.30","3","Paper-forming fabrics","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.32.00.80","3","Other","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"5911.40.01.00","1","Filtering or straining cloth of a kind used in oil presses or the like, including that of human hair","[""m<sup>2<\/sup>"",""kg""]","8%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","81%","",""
"5911.90.00","1","Other","","3.8%","Free (AU,B,BH, CL,CO,E*,IL, JO,KR,MA,OM,P,PA, PE,S,SG)","68.5%","",""
"5911.90.00.40","2","Cords, braids and the like of a kind used in industry as packing or lubricating material","[""kg""]","","","","",""
"5911.90.00.80","2","Other","[""kg""]","","","","",""
"6001","0","Pile fabrics, including ""long pile"" fabrics and terry fabrics, knitted or crocheted:","","","","","",""
"6001.10","1","""Long pile"" fabrics:","","","","","",""
"6001.10.20.00","2","Of man-made fibers (224)","[""m<sup>2<\/sup>"",""kg""]","17.2%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","79.5%","",""
"6001.10.60.00","2","Other (224)","[""m<sup>2<\/sup>"",""kg""]","9%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","40%","",""
"","1","Looped pile fabrics:","","","","","",""
"6001.21.00.00","2","Of cotton (224)","[""m<sup>2<\/sup>"",""kg""]","9.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","40%","",""
"6001.22.00.00","2","Of man-made fibers (224)","[""m<sup>2<\/sup>"",""kg""]","17.2%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","79.5%","",""
"6001.29.00.00","2","Of other textile materials (414)","[""kg""]","7%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","61.5%","",""
"","1","Other:","","","","","",""
"6001.91.00","2","Of cotton","","18.5%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","70%","",""
"6001.91.00.10","3","Over 271 grams per square meter (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"6001.91.00.20","3","Other (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"6001.92.00","2","Of man-made fibers","","17.2%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","79.5%","",""
"","3","Over 271 grams per square meter:","","","","","",""
"6001.92.00.10","4","Velour (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"6001.92.00.20","4","Other (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6001.92.00.30","4","Velour (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"6001.92.00.40","4","Other (224)","[""m<sup>2<\/sup>"",""kg""]","","","","",""
"6001.99","2","Of other textile materials:","","","","","",""
"6001.99.10.00","3","Containing 85 percent or more by weight of silk or silk waste","[""m<sup>2<\/sup>"",""kg""]","4%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","61.5%","",""
"6001.99.90.00","3","Other (414)","[""m<sup>2<\/sup>"",""kg""]","7%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","61.5%","",""
"6002","0","Knitted or crocheted fabrics of a width not exceeding <il>30 cm</il>, containing by weight <il>5 percent</il> or more of elastomeric yarn or rubber thread, other than those of heading 6001:","","","","","",""
"6002.40","1","Containing by weight 5 percent or more of elastomeric yarn but not containing rubber thread:","","","","","",""
"6002.40.40.00","2","Of cotton (222)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","35%","",""
"6002.40.80","2","Other","","8%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6002.40.80.20","3","Open-work fabrics, warp knit (222)","[""kg""]","","","","",""
"6002.40.80.80","3","Other (222)","[""kg""]","","","","",""
"6002.90","1","Other:","","","","","",""
"6002.90.40.00","2","Of cotton (222)","[""kg""]","8.8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","35%","",""
"6002.90.80","2","Other","","8%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6002.90.80.20","3","Open-work fabrics, warp knit (222)","[""kg""]","","","","",""
"6002.90.80.80","3","Other (222)","[""kg""]","","","","",""
"6003","0","Knitted or crocheted fabrics of a width not exceeding <il>30 cm</il>, other than those of heading 6001 or 6002:","","","","","",""
"6003.10","1","Of wool or fine animal hair:","","","","","",""
"6003.10.10.00","2","Open-work fabrics, warp knit (229)","[""kg""]","14.1%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.10.90.00","2","Other (899)","[""kg""]","6.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","59%","",""
"6003.20","1","Of cotton:","","","","","",""
"6003.20.10.00","2","Open-work fabrics, warp knit (229)","[""kg""]","14.1%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.20.30.00","2","Other (222)","[""kg""]","8%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","35%","",""
"6003.30","1","Of synthetic fibers:","","","","","",""
"6003.30.10.00","2","Open-work fabrics, warp knit (229)","[""kg""]","14.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6003.30.60.00","2","Other (222)","[""kg""]","7.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.40","1","Of artificial fibers:","","","","","",""
"6003.40.10.00","2","Open-work fabrics, warp knit (229)","[""kg""]","14.1%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.40.60.00","2","Other (222)","[""kg""]","7.6%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.90","1","Other:","","","","","",""
"6003.90.10.00","2","Open-work fabrics, warp knit (229)","[""kg""]","14.1%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6003.90.90.00","2","Other (899)","[""kg""]","6.6%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","59%","",""
"6004","0","Knitted or crocheted fabrics of a width exceeding <il>30 cm</il>, containing by weight <il>5 percent</il> or more of elastomeric yarn or rubber thread, other than those of heading 6001:","","","","","",""
"6004.10.00","1","Containing by weight <il>5 percent</il> or more of elastomeric yarn but not containing rubber thread","","12.3%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","2","Warp knit:","","","","","",""
"6004.10.00.10","3","Open-work figured fabrics (222)","[""kg""]","","","","",""
"6004.10.00.25","3","Other (222)","[""kg""]","","","","",""
"6004.10.00.85","2","Other (222)","[""kg""]","","","","",""
"6004.90","1","Other:","","","","","",""
"6004.90.20","2","Containing elastomeric yarn and rubber thread","","12.3%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","3","Warp knit:","","","","","",""
"6004.90.20.10","4","Open-work figured fabrics (222)","[""kg""]","","","","",""
"6004.90.20.25","4","Other (222)","[""kg""]","","","","",""
"6004.90.20.85","3","Other (222)","[""kg""]","","","","",""
"6004.90.90.00","2","Other (222)","[""kg""]","7%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM,P, PA,PE,S,SG)","60%","",""
"6005","0","Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004:","","","","","",""
"","1","Of cotton:","","","","","",""
"6005.21.00.00","2","Unbleached or bleached (222)","[""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P, PA,PE,S,SG)","45%","",""
"6005.22.00.00","2","Dyed (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6005.23.00.00","2","Of yarns of different colors (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6005.24.00.00","2","Printed (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"","1","Of synthetic fibers:","","","","","",""
"6005.35.00.00","2","Fabrics specified in subheading note 1 to this chapter","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6005.36.00","2","Other, unbleached or bleached","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6005.36.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.36.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.36.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.37.00","2","Other, dyed","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"6005.37.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.37.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.37.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.38.00","2","Other, of yarns of different colors","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"6005.38.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.38.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.38.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.39.00","2","Other, printed","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"6005.39.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.39.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.39.00.80","4","Other (222)","[""kg""]","","","","",""
"","1","Of artificial fibers:","","","","","",""
"6005.41.00","2","Unbleached or bleached","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6005.41.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.41.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.41.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.42.00","2","Dyed","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"6005.42.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.42.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.42.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.43.00","2","Of yarns of different colors","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6005.43.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.43.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.43.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.44.00","2","Printed","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6005.44.00.10","3","Open-work fabrics (229)","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"6005.44.00.20","4","Stitch-bonded goods (223)","[""kg""]","","","","",""
"6005.44.00.80","4","Other (222)","[""kg""]","","","","",""
"6005.90","1","Other:","","","","","",""
"6005.90.10.00","2","Of wool or fine animal hair (414)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65.5%","",""
"6005.90.90.00","2","Other (899)","[""kg""]","10%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006","0","Other knitted or crocheted fabrics:","","","","","",""
"6006.10.00.00","1","Of wool or fine animal hair (414)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65.5%","",""
"","1","Of cotton:","","","","","",""
"6006.21","2","Unbleached or bleached:","","","","","",""
"6006.21.10.00","3","Circular knit, wholly of cotton yarns exceeding <il>100 metric</il> number per single yarn (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006.21.90","3","Other","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6006.21.90.20","4","Of single knit construction (222)","[""kg""]","","","","",""
"6006.21.90.80","4","Other (222)","[""kg""]","","","","",""
"6006.22","2","Dyed:","","","","","",""
"6006.22.10.00","3","Circular knit, wholly of cotton yarns exceeding <il>100 metric</il> number per single yarn (222)","[""kg""]","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6006.22.90","3","Other","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6006.22.90.20","4","Of single knit construction (222)","[""kg""]","","","","",""
"6006.22.90.80","4","Other (222)","[""kg""]","","","","",""
"6006.23","2","Of yarns of different colors:","","","","","",""
"6006.23.10.00","3","Circular knit, wholly of cotton yarns exceeding <il>100 metric</il> number per single yarn (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006.23.90","3","Other","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6006.23.90.20","4","Of single knit construction (222)","[""kg""]","","","","",""
"6006.23.90.80","4","Other (222)","[""kg""]","","","","",""
"6006.24","2","Printed:","","","","","",""
"6006.24.10.00","3","Circular knit, wholly of cotton yarns exceeding <il>100 metric</il> number per single yarn (222)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006.24.90","3","Other","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006.24.90.20","4","Of single knit construction (222)","[""kg""]","","","","",""
"6006.24.90.80","4","Other (222)","[""kg""]","","","","",""
"","1","Of synthetic fibers:","","","","","",""
"6006.31.00","2","Unbleached or bleached","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","3","Of double knit or interlock construction:","","","","","",""
"6006.31.00.20","4","Of nylon (222)","[""kg""]","","","","",""
"6006.31.00.40","4","Of polyester (222)","[""kg""]","","","","",""
"6006.31.00.60","4","Other (222)","[""kg""]","","","","",""
"6006.31.00.80","3","Other (222)","[""kg""]","","","","",""
"6006.32.00","2","Dyed","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","3","Of double knit or interlock construction:","","","","","",""
"6006.32.00.20","4","Of nylon (222)","[""kg""]","","","","",""
"6006.32.00.40","4","Of polyester (222)","[""kg""]","","","","",""
"6006.32.00.60","4","Other (222)","[""kg""]","","","","",""
"6006.32.00.80","3","Other (222)","[""kg""]","","","","",""
"6006.33.00","2","Of yarns of different colors","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","3","Of double knit or interlock construction:","","","","","",""
"6006.33.00.20","4","Of nylon (222)","[""kg""]","","","","",""
"6006.33.00.40","4","Of polyester (222)","[""kg""]","","","","",""
"6006.33.00.60","4","Other (222)","[""kg""]","","","","",""
"6006.33.00.80","3","Other (222)","[""kg""]","","","","",""
"6006.34.00","2","Printed","","10%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","113.5%","",""
"","3","Of double knit or interlock construction:","","","","","",""
"6006.34.00.20","4","Of nylon (222)","[""kg""]","","","","",""
"6006.34.00.40","4","Of polyester (222)","[""kg""]","","","","",""
"6006.34.00.60","4","Other (222)","[""kg""]","","","","",""
"6006.34.00.80","3","Other (222)","[""kg""]","","","","",""
"","1","Of artificial fibers:","","","","","",""
"6006.41.00","2","Unbleached or bleached","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6006.41.00.25","3","Of double knit or interlock construction (222)","[""kg""]","","","","",""
"6006.41.00.85","3","Other (222)","[""kg""]","","","","",""
"6006.42.00","2","Dyed","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6006.42.00.25","3","Of double knit or interlock construction (222)","[""kg""]","","","","",""
"6006.42.00.85","3","Other (222)","[""kg""]","","","","",""
"6006.43.00","2","Of yarns of different colors","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6006.43.00.25","3","Of double knit or interlock construction (222)","[""kg""]","","","","",""
"6006.43.00.85","3","Other (222)","[""kg""]","","","","",""
"6006.44.00","2","Printed","","10%","Free (AU,BH, CL,CO,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","113.5%","",""
"6006.44.00.25","3","Of double knit or interlock construction (222)","[""kg""]","","","","",""
"6006.44.00.85","3","Other (222)","[""kg""]","","","","",""
"6006.90","1","Other:","","","","","",""
"6006.90.10.00","2","Containing 85 percent or more by weight of silk or silk waste","[""kg""]","7%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","45%","",""
"6006.90.90.00","2","Other (899)","[""kg""]","Free","","45%","",""
