HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","5","Other:","","","","","",""
"","6","Smooth shank:","","","","","",""
"7317.00.55.20","7","Not coated, plated or painted","[""kg""]","","","","",""
"","7","Coated, plated or painted:","","","","","",""
"7317.00.55.30","8","Galvanized","[""kg""]","","","","",""
"7317.00.55.40","8","Vinyl, resin or cement coated","[""kg""]","","","","",""
"7317.00.55.50","8","Other","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7317.00.55.60","7","Not coated, plated or painted","[""kg""]","","","","",""
"","7","Coated, plated or painted:","","","","","",""
"7317.00.55.70","8","Galvanized","[""kg""]","","","","",""
"7317.00.55.80","8","Vinyl, resin or cement coated","[""kg""]","","","","",""
"7317.00.55.90","8","Other","[""kg""]","","","","",""
"7317.00.65","3","Other","","Free","","5.5%","",""
"7317.00.65.30","4","Cut","[""kg""]","","","","",""
"7317.00.65.60","4","Other","[""kg""]","","","","",""
"7317.00.75.00","2","Of two or more pieces","[""kg""]","Free","","8%","",""
"7318","0","Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter pins, washers (including spring washers) and similar articles, of iron or steel:","","","","","",""
"","1","Threaded articles:","","","","","",""
"7318.11.00.00","2","Coach screws","[""kg""]","12.5%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"7318.12.00.00","2","Other wood screws","[""kg""]","12.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7318.13.00","2","Screw hooks and screw rings","","5.7%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7318.13.00.30","3","Having shanks or threads with a diameter of less than <il>6 mm</il>","[""kg""]","","","","",""
"7318.13.00.60","3","Having shanks or threads with a diameter of <il>6 mm</il> or more","[""kg""]","","","","",""
"7318.14","2","Self-tapping screws:","","","","","",""
"7318.14.10","3","Having shanks or threads with a diameter of less than <il>6 mm</il>","","6.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 3.1% (JP)","45%","",""
"7318.14.10.30","4","Of stainless steel","[""kg""]","","","","",""
"7318.14.10.60","4","Other","[""kg""]","","","","",""
"7318.14.50","3","Having shanks or threads with a diameter of <il>6 mm</il> or more","","8.6%","Free (A+,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 4.3% (JP)","45%","",""
"7318.14.50.20","4","Of stainless steel","[""kg""]","","","","",""
"7318.14.50.80","4","Other","[""kg""]","","","","",""
"7318.15","2","Other screws and bolts, whether or not with their nuts or washers:","","","","","",""
"7318.15.20","3","Bolts and bolts and their nuts or washers entered or exported in the same shipment","","Free","","3.5%","",""
"7318.15.20.10","4","Having shanks or threads with a diameter of less than <il>6 mm</il>","[""kg""]","","","","",""
"","4","Having shanks or threads with a diameter of <il>6 mm</il> or more:","","","","","",""
"7318.15.20.20","5","Track bolts","[""kg""]","","","","",""
"7318.15.20.30","5","Structural bolts","[""kg""]","","","","",""
"","5","Bent bolts:","","","","","",""
"7318.15.20.41","6","Right-angle anchor bolts","[""kg""]","","","","",""
"7318.15.20.46","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","With round heads:","","","","","",""
"7318.15.20.51","7","Of stainless steel","[""kg""]","","","","",""
"7318.15.20.55","7","Other","[""kg""]","","","","",""
"","6","With hexagonal heads:","","","","","",""
"7318.15.20.61","7","Of stainless steel","[""kg""]","","","","",""
"7318.15.20.65","7","Other","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"7318.15.20.91","7","Of stainless steel","[""kg""]","","","","",""
"7318.15.20.95","7","Other","[""kg""]","","","","",""
"7318.15.40.00","3","Machine screws <il>9.5 mm</il> or more in length and <il>3.2 mm</il> or more in diameter (not including cap screws)","[""kg""]","Free","","2.2¢/kg","",""
"7318.15.50","3","Studs","","Free","","45%","",""
"7318.15.50.30","4","Of stainless steel","[""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Continuously threaded rod:","","","","","",""
"7318.15.50.51","6","Of alloy steel","[""kg""]","","","","",""
"7318.15.50.56","6","Other","[""kg""]","","","","",""
"7318.15.50.90","5","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7318.15.60","4","Having shanks or threads with a diameter of less than <il>6 mm</il>","","6.2%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","5","Socket screws:","","","","","",""
"7318.15.60.10","6","Of stainless steel","[""kg""]","","","","",""
"7318.15.60.40","6","Other","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"7318.15.60.70","6","Of stainless steel","[""kg""]","","","","",""
"7318.15.60.80","6","Other","[""kg""]","","","","",""
"7318.15.80","4","Having shanks or threads with a diameter of <il>6 mm</il> or more","","8.5%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7318.15.80.20","5","Set screws","[""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Socket screws:","","","","","",""
"7318.15.80.30","7","Of stainless steel","[""kg""]","","","","",""
"7318.15.80.45","7","Other","[""kg""]","","","","",""
"","6","Other:","","","","","",""
"","7","With hexagonal heads:","","","","","",""
"7318.15.80.55","8","Of stainless steel","[""kg""]","","","","",""
"","8","Other:","","","","","",""
"7318.15.80.66","9","Cap screws","[""kg""]","","","","",""
"7318.15.80.69","9","Other","[""kg""]","","","","",""
"","7","Other:","","","","","",""
"7318.15.80.82","8","Of stainless steel","[""kg""]","","","","",""
"7318.15.80.85","8","Other","[""kg""]","","","","",""
"7318.16.00","2","Nuts","","Free","","0.5%","",""
"","3","Lugnuts:","","","","","",""
"7318.16.00.15","4","Non-locking chrome-plated","[""kg""]","","","","",""
"7318.16.00.30","4","Locking","[""kg""]","","","","",""
"7318.16.00.45","4","Other","[""kg""]","","","","",""
"","3","Other:","","","","","",""
"7318.16.00.60","4","Of stainless steel","[""kg""]","","","","",""
"7318.16.00.85","4","Other","[""kg""]","","","","",""
"7318.19.00.00","2","Other","[""kg""]","5.7%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.85% (JP)","45%","",""
"","1","Non-threaded articles:","","","","","",""
"7318.21.00","2","Spring washers and other lock washers","","5.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG) 2.9% (JP)","35%","",""
"7318.21.00.30","3","Helical spring lock washers","[""kg""]","","","","",""
"7318.21.00.90","3","Other","[""kg""]","","","","",""
"7318.22.00.00","2","Other washers","[""kg""]","Free","","1.3¢/kg","",""
"7318.23.00.00","2","Rivets","[""kg""]","Free","","2.2¢/kg","",""
"7318.24.00.00","2","Cotters and cotter pins","[""kg""]","3.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7318.29.00.00","2","Other","[""kg""]","2.8%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7319","0","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included:","","","","","",""
"7319.40","1","Safety pins and other pins:","","","","","",""
"7319.40.20","2","Safety pins","","4.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"7319.40.20.10","3","On cards","[""gross""]","","","","",""
"7319.40.20.50","3","Other","[""gross""]","","","","",""
"7319.40.30.00","2","Dressmakers' or common pins","[""kg""]","4.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"7319.40.50","2","Other","","Free","","35%","",""
"7319.40.50.10","3","Push pins","[""kg""]","","","","",""
"7319.40.50.50","3","Other","[""kg""]","","","","",""
"7319.90","1","Other:","","","","","",""
"7319.90.10.00","2","Sewing, darning or embroidery needles","[""thousands""]","Free","","Free","",""
"7319.90.90.00","2","Other","[""No.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7320","0","Springs and leaves for springs, of iron or steel:","","","","","",""
"7320.10","1","Leaf springs and leaves therefor:","","","","","",""
"","2","Suitable for motor vehicle suspension:","","","","","",""
"7320.10.30.00","3","To be used in motor vehicles having a G.V.W. not exceeding <il>4 metric tons</il>","[""kg""]","3.2%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7320.10.60","3","Other","","3.2%","Free (A+,AU,B,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","25%","",""
"7320.10.60.15","4","Leaf springs having individual leaves with a thickness of <il>1.6 mm</il> or more and leaves therefor","[""kg""]","","","","",""
"7320.10.60.60","4","Other","[""kg""]","","","","",""
"7320.10.90","2","Other","","3.2%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7320.10.90.15","3","Leaf springs having individual leaves with a thickness of <il>1.6 mm</il> or more and leaves therefor","[""kg""]","","","","",""
"7320.10.90.60","3","Other","[""kg""]","","","","",""
"7320.20","1","Helical springs:","","","","","",""
"7320.20.10.00","2","Suitable for motor-vehicle suspension","[""kg""]","3.2%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"7320.20.50","2","Other","","3.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Helical springs, of wire having a cross-sectional dimension of less than <il>5.1 mm:</il>","","","","","",""
"7320.20.50.10","4","Suitable for use in mattress supports and mattresses of heading 9404","[""kg""]","","","","",""
"7320.20.50.20","4","Other","[""kg""]","","","","",""
"7320.20.50.45","3","Helical springs, of wire having a cross-sectional dimension of <il>5.1 mm</il> or more but less than <il>12.7 mm</il>","[""kg""]","","","","",""
"7320.20.50.60","3","Other","[""kg""]","","","","",""
"7320.90","1","Other:","","","","","",""
"7320.90.10.00","2","Hairsprings","[""kg""]","Free","","65%","",""
"7320.90.50","2","Other","","2.9%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"","3","Of wire:","","","","","",""
"7320.90.50.10","4","Suitable for use in mattress supports and mattresses of heading 9404","[""kg""]","","","","",""
"7320.90.50.20","4","Other","[""kg""]","","","","",""
"7320.90.50.60","3","Other","[""kg""]","","","","",""
"7321","0","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar nonelectric domestic appliances, and parts thereof, of iron or steel:","","","","","",""
"","1","Cooking appliances and plate warmers:","","","","","",""
"7321.11","2","For gas fuel or for both gas and other fuels:","","","","","",""
"7321.11.10","3","Portable","","5.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7321.11.10.30","4","Stoves or ranges","[""No.""]","","","","",""
"7321.11.10.60","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"7321.11.30","4","Stoves or ranges:","","Free","","45%","",""
"7321.11.30.10","5","Of a maximum width not exceeding <il>70 centimeters</il>","[""No.""]","","","","",""
"7321.11.30.20","5","Of a maximum width exceeding 70 but not exceeding <il>80 centimeters</il>","[""No.""]","","","","",""
"7321.11.30.50","5","Of a maximum width exceeding <il>80 centimeters</il>","[""No.""]","","","","",""
"7321.11.60.00","4","Other","[""No.""]","Free","","45%","",""
"7321.12.00.00","2","For liquid fuel","[""No.""]","Free","","45%","",""
"7321.19.00","2","Other, including appliances for solid fuel","","Free","","45%","",""
"","3","Portable:","","","","","",""
"7321.19.00.20","4","Hibachis","[""No.""]","","","","",""
"7321.19.00.40","4","Other","[""No.""]","","","","",""
"","3","Other:","","","","","",""
"7321.19.00.60","4","Of cast iron","[""No.""]","","","","",""
"7321.19.00.80","4","Other","[""No.""]","","","","",""
"","1","Other appliances:","","","","","",""
"7321.81","2","For gas fuel or for both gas and other fuels:","","","","","",""
"7321.81.10.00","3","Portable","[""No.""]","2.9%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7321.81.50.00","3","Other","[""No.""]","Free","","45%","",""
"7321.82","2","For liquid fuel:","","","","","",""
"7321.82.10.00","3","Portable","[""No.""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7321.82.50.00","3","Other","[""No.""]","Free","","45%","",""
"7321.89.00","2","Other, including appliances for solid fuel","","Free","","45%","",""
"7321.89.00.10","3","Fireplace grates of cast iron","[""No.""]","","","","",""
"7321.89.00.50","3","Other","[""No.""]","","","","",""
"7321.90","1","Parts:","","","","","",""
"","2","Of articles in subheading 7321.11.30:","","","","","",""
"7321.90.10.00","3","Cooking chambers, whether or not assembled","[""No."",""kg""]","Free","","45%","",""
"7321.90.20.00","3","Top surface panels with or without burners or controls","[""No."",""kg""]","Free","","45%","",""
"7321.90.40.00","3","Door assemblies, incorporating more than one of the following: inner panel, outer panel, window, insulation","[""No."",""kg""]","Free","","45%","",""
"7321.90.50.00","3","Other","[""No."",""kg""]","Free","","45%","",""
"7321.90.60","2","Other","","Free","","45%","",""
"","3","Of cooking appliances and plate warmers:","","","","","",""
"7321.90.60.40","4","Shelving and racks for cooking ovens","[""No."",""kg""]","","","","",""
"7321.90.60.60","4","Other","[""No."",""kg""]","","","","",""
"7321.90.60.90","3","Other","[""No."",""kg""]","","","","",""
"7322","0","Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel:","","","","","",""
"","1","Radiators and parts thereof:","","","","","",""
"7322.11.00.00","2","Of cast iron","[""No.""]","Free","","45%","",""
"7322.19.00.00","2","Other","[""No.""]","Free","","45%","",""
"7322.90.00","1","Other, including parts","","Free","","45%","",""
"7322.90.00.15","2","Air heaters, not electrically heated, incorporating a motor-driven fan or blower","[""No."",""kg""]","","","","",""
"7322.90.00.30","2","Hot air distributors, not electrically heated, incorporating a motor-driven fan or blower","[""No."",""kg""]","","","","",""
"7322.90.00.45","2","Parts of air heaters and hot air distributors","[""No.""]","","","","",""
"7323","0","Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel:","","","","","",""
"7323.10.00.00","1","Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like","[""kg""]","Free","","22¢/kg + 30%","",""
"","1","Other:","","","","","",""
"7323.91","2","Of cast iron, not enameled:","","","","","",""
"7323.91.10.00","3","Coated or plated with precious metal","[""No."",""kg""]","Free","","20%","",""
"7323.91.50","3","Other","","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"7323.91.50.20","4","Bakeware (cookware not suitable for stove top use)","[""No."",""kg""]","","","","",""
"7323.91.50.40","4","Other","[""No."",""kg""]","","","","",""
"7323.92.00","2","Of cast iron, enameled","","Free","","35.5%","",""
"7323.92.00.20","3","Bakeware (cookware not suitable for stove top use)","[""No."",""kg""]","","","","",""
"7323.92.00.40","3","Other","[""No."",""kg""]","","","","",""
"7323.93.00","2","Of stainless steel","","2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"","3","Cooking and kitchen ware:","","","","","",""
"7323.93.00.15","4","Teakettles","[""No."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","Cooking ware:","","","","","",""
"7323.93.00.35","6","Bakeware (cookware not suitable for stove top use)","[""No."",""kg""]","","","","",""
"7323.93.00.45","6","Other","[""No."",""kg""]","","","","",""
"7323.93.00.60","5","Kitchen ware","[""No."",""kg""]","","","","",""
"7323.93.00.80","3","Other","[""No."",""kg""]","","","","",""
"7323.94.00","2","Of iron (other than cast iron) or steel, enameled","","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35.5%","",""
"","3","Cooking and kitchen ware:","","","","","",""
"","4","Of steel:","","","","","",""
"7323.94.00.10","5","Teakettles","[""No."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Cooking ware:","","","","","",""
"7323.94.00.21","7","Bakeware (cookware not suitable for stove top use)","[""No."",""kg""]","","","","",""
"7323.94.00.26","7","Other","[""No."",""kg""]","","","","",""
"7323.94.00.30","6","Kitchen ware","[""No."",""kg""]","","","","",""
"7323.94.00.40","4","Other","[""No."",""kg""]","","","","",""
"7323.94.00.80","3","Other","[""No."",""kg""]","","","","",""
"7323.99","2","Other:","","","","","",""
"","3","Coated or plated with precious metal:","","","","","",""
"7323.99.10.00","4","Coated or plated with silver","[""No."",""kg""]","Free","","50%","",""
"7323.99.30.00","4","Other","[""No."",""kg""]","8.2%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","3","Not coated or plated with precious metal:","","","","","",""
"7323.99.50","4","Of tinplate","","Free","","40%","",""
"7323.99.50.30","5","Kitchen or tableware suitable for food or drink contact","[""No."",""kg""]","","","","",""
"7323.99.50.60","5","Other","[""No."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"7323.99.70.00","5","Cookingware","[""No."",""kg""]","5.3%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"7323.99.90","5","Other","","3.4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"7323.99.90.30","6","Kitchen or tableware suitable for food or drink contact","[""No."",""kg""]","","","","",""
"7323.99.90.40","6","Gates for confining children or pets","[""No.""]","","","","",""
"7323.99.90.80","6","Other","[""No.""]","","","","",""
"7324","0","Sanitary ware and parts thereof, of iron or steel:","","","","","",""
"7324.10.00","1","Sinks and wash basins, of stainless steel","","3.4%","Free (A*,AU,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"7324.10.00.10","2","Stainless steel sinks with one or more drawn bowls (basins)","[""No.""]","","","","",""
"7324.10.00.50","2","Other","[""No.""]","","","","",""
"","1","Baths:","","","","","",""
"7324.21","2","Of cast iron, whether or not enamelled:","","","","","",""
"7324.21.10.00","3","Coated or plated with precious metal","[""No.""]","Free","","20%","",""
"7324.21.50.00","3","Other","[""No.""]","Free","","40%","",""
"7324.29.00.00","2","Other","[""No.""]","Free","","40%","",""
"7324.90.00.00","1","Other, including parts","[""No.""]","Free","","40%","",""
"7325","0","Other cast articles of iron or steel:","","","","","",""
"7325.10.00","1","Of nonmalleable cast iron","","Free","","10%","",""
"7325.10.00.10","2","Manhole covers, rings and frames","[""kg""]","","","","",""
"7325.10.00.20","2","Catch basins, grates and frames","[""kg""]","","","","",""
"7325.10.00.25","2","Cleanout covers and frames","[""kg""]","","","","",""
"7325.10.00.30","2","Valve and service boxes","[""kg""]","","","","",""
"7325.10.00.35","2","Meter boxes","[""kg""]","","","","",""
"7325.10.00.80","2","Other","[""kg""]","","","","",""
"","1","Other:","","","","","",""
"7325.91.00.00","2","Grinding balls and similar articles for mills","[""kg""]","2.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7325.99","2","Other:","","","","","",""
"7325.99.10.00","3","Of cast iron","[""kg""]","Free","","20%","",""
"7325.99.50.00","3","Other","[""kg""]","2.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7326","0","Other articles of iron or steel:","","","","","",""
"","1","Forged or stamped, but not further worked:","","","","","",""
"7326.11.00.00","2","Grinding balls and similar articles for mills","[""kg""]","Free","","27.5%","",""
"7326.19.00","2","Other","","2.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7326.19.00.10","3","Forged","[""kg""]","","","","",""
"7326.19.00.80","3","Other","[""kg""]","","","","",""
"7326.20.00","1","Articles of iron or steel wire","","3.9%","Free (A,AU,B,BH,C,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7326.20.00.10","2","Belts and belting","[""kg""]","","","","",""
"7326.20.00.20","2","Garment hangers","[""No.""]","","","","",""
"7326.20.00.30","2","Sod staples, U staples, irrigation staples, ground staples, and ground pins","[""No.""]","","","","",""
"7326.20.00.40","2","Double loop bar ties and double loop wire ties","[""No.""]","","","","",""
"7326.20.00.55","2","Paint roller frames","[""No.""]","","","","",""
"7326.20.00.90","2","Other","[""No.""]","","","","",""
"7326.90","1","Other:","","","","","",""
"7326.90.10.00","2","Of tinplate","[""No."",""kg""]","Free","","45%","",""
"","2","Other:","","","","","",""
"7326.90.25.00","3","Cable or inner wire for caliper and cantilever brakes and casing therefor, whether or not cut to length","[""kg""]","Free","","45%","",""
"7326.90.35.00","3","Containers of a kind normally carried on the person, in the pocket or in the handbag","[""doz.""]","7.8%","Free (AU,BH, CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","110%","",""
"7326.90.45.00","3","Horse and mule shoes","[""kg""]","Free","","10%","",""
"","3","Other:","","","","","",""
"7326.90.60.00","4","Coated or plated with precious metal","[""No."",""kg""]","8.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"7326.90.86","4","Other","","2.9%","Free (A,AU,B,BH,CL,CO,D,E,IL,JO,JP,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"7326.90.86.05","5","Rods for electrical grounding","[""kg""]","","","","",""
"7326.90.86.10","5","Laminated goods consisting of two or more flat-rolled sheets of iron or steel held together with an adhesive or having a core of non-metallic material","[""kg""]","","","","",""
"7326.90.86.30","5","Hangers and similar supports for tubes and pipes","[""kg""]","","","","",""
"7326.90.86.35","5","Fence posts, studded with corrugations, knobs, studs, notches or similar protrusions, with or without anchor plates","[""kg""]","","","","",""
"7326.90.86.45","5","Barbed tape","[""kg""]","","","","",""
"7326.90.86.60","5","Ladders","[""No.""]","","","","",""
"7326.90.86.75","5","Paint roller frames (other than of iron or steel wire)","[""No.""]","","","","",""
"7326.90.86.76","5","Metal handles for brooms, mops, paint applicators and similar products","[""No.""]","","","","",""
"7326.90.86.77","5","Burial caskets","[""No.""]","","","","",""
"7326.90.86.88","5","Other","[""kg""]","","","","",""
"7401.00.00.00","0","Copper mattes; cement copper (precipitated copper)","[""kg""]","Free","","6%","",""
"7402.00.00.00","0","Unrefined copper; copper anodes for electrolytic refining","[""kg"",""Cu kg""]","Free","","6%","",""
"7403","0","Refined copper and copper alloys, unwrought (other than master alloys of heading 7405):","","","","","",""
"","1","Refined copper:","","","","","",""
"7403.11.00.00","2","Cathodes and sections of cathodes","[""kg""]","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.12.00.00","2","Wire bars","[""kg""]","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.13.00.00","2","Billets","[""kg""]","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.19.00.00","2","Other","[""kg""]","1%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"","1","Copper alloys:","","","","","",""
"7403.21.00.00","2","Copper-zinc base alloys (brass)","[""kg""]","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.22.00.00","2","Copper-tin base alloys (bronze)","[""kg""]","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.29.01","2","Other copper alloys","","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","6%","",""
"7403.29.01.10","3","Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver)","[""kg""]","","","","",""
"7403.29.01.80","3","Other","[""kg""]","","","","",""
"7404.00","0","Copper waste and scrap:","","","","","",""
"7404.00.30","1","Spent anodes; waste and scrap with a copper content of less than 94 percent by weight","","Free","","6%","",""
"7404.00.30.20","2","Of refined copper","[""kg""]","","","","",""
"","2","Of copper alloys:","","","","","",""
"","3","Of copper-zinc base alloys (brass):","","","","","",""
"7404.00.30.45","4","Containing more than 0.3 percent of lead","[""kg""]","","","","",""
"7404.00.30.55","4","Other","[""kg""]","","","","",""
"7404.00.30.65","3","Of copper-tin base alloys (bronze)","[""kg""]","","","","",""
"7404.00.30.90","3","Other","[""kg""]","","","","",""
"7404.00.60","1","Other","","Free","","6%","",""
"7404.00.60.20","2","Of refined copper","[""kg""]","","","","",""
"","2","Of copper alloys:","","","","","",""
"","3","Of copper-zinc base alloys (brass):","","","","","",""
"7404.00.60.45","4","Containing more than 0.3 percent of lead","[""kg""]","","","","",""
"7404.00.60.55","4","Other","[""kg""]","","","","",""
"7404.00.60.65","3","Of copper-tin base alloys (bronze)","[""kg""]","","","","",""
"7404.00.60.90","3","Other","[""kg""]","","","","",""
"7405.00","0","Master alloys of copper:","","","","","",""
"7405.00.10.00","1","Containing by weight 5 percent or more but not more than 15 percent of phosphorus","[""kg""]","Free","","12%","",""
"7405.00.60","1","Other","","Free","","28%","",""
"7405.00.60.30","2","Beryllium copper master alloy","[""kg""]","","","","",""
"7405.00.60.50","2","Other","[""kg""]","","","","",""
"7406","0","Copper powders and flakes:","","","","","",""
"7406.10.00.00","1","Powders of non-lamellar structure","[""kg""]","Free","","49%","",""
"7406.20.00.00","1","Powders of lamellar structure; flakes","[""kg""]","Free","","12%","",""
"7407","0","Copper bars, rods and profiles:","","","","","",""
"7407.10","1","Of refined copper:","","","","","",""
"","2","Profiles:","","","","","",""
"7407.10.15.00","3","Hollow profiles","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","48%","",""
"7407.10.30.00","3","Other","[""kg""]","3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","48%","",""
"7407.10.50","2","Bars and rods","","1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","7%","",""
"7407.10.50.10","3","Having a rectangular cross section","[""kg""]","","","","",""
"7407.10.50.50","3","Other","[""kg""]","","","","",""
"","1","Of copper alloys:","","","","","",""
"7407.21","2","Of copper-zinc base alloys (brass):","","","","","",""
"","3","Profiles:","","","","","",""
"7407.21.15.00","4","Hollow profiles","[""kg""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17%","",""
"7407.21.30.00","4","Other","[""kg""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","17%","",""
"","3","Bars and rods:","","","","","",""
