HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","5","Other:","","","","","",""
"5408.34.90.20","6","Poplin or broadcloth (625)","[""m²"",""kg""]","","","","",""
"5408.34.90.30","6","Sheeting(627)","[""m²"",""kg""]","","","","",""
"5408.34.90.40","6","Printcloth (626)","[""m²"",""kg""]","","","","",""
"5408.34.90.50","6","Satin weave or twill weave (628)","[""m²"",""kg""]","","","","",""
"","6","Other:","","","","","",""
"5408.34.90.85","7","Discharge printed (629)","[""m²"",""kg""]","","","","",""
"5408.34.90.95","7","Other (629)","[""m²"",""kg""]","","","","",""
"5501","0","Synthetic filament tow:","","","","","",""
"","1","Of nylon or other polyamides:","","","","","",""
"5501.11.00.00","2","Of aramids","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5501.19.00.00","2","Other","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5501.20.00.00","1","Of polyesters","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5501.30.00","1","Acrylic or modacrylic","","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5501.30.00.10","2","Containing 92 percent or more by weight of acrylonitrile units with filaments numbering fewer than 70,000 (+/-2000) with filament diameter <il>1.59 decitex</il> (plus or minus 0.027) or less, or in a separable tow construction capable of being separated into tows of 70,000 (+/-2000) or fewer with filament diameter <il>1.59 decitex</il> (plus or minus 0.027) or less.","[""kg""]","","","","",""
"5501.30.00.90","2","Other","[""kg""]","","","","",""
"5501.40.00.00","1","Of polypropylene","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5501.90.01.00","1","Other","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5502","0","Artificial filament tow:","","","","","",""
"5502.10.00.00","1","Of cellulose acetate","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5502.90.00.00","1","Other","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","45%","",""
"5503","0","Synthetic staple fibers, not carded, combed or otherwise processed for spinning:","","","","","",""
"","1","Of nylon or other polyamides:","","","","","",""
"5503.11.00.00","2","Of aramids","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5503.19","2","Other:","","","","","",""
"5503.19.10.00","3","Containing 10 percent or more by weight of nylon 12","[""kg""]","Free","","25%","",""
"5503.19.90.00","3","Other","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5503.20.00","1","Of polyesters","","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5503.20.00.15","2","Bi-component fibers having an outer copolymer sheath that melts at a lower temperature than the core, of a kind used for bonding fibers together","[""kg""]","","","","",""
"","2","Other:","","","","","",""
"5503.20.00.25","3","Measuring less than 3.3 decitex","[""kg""]","","","","",""
"5503.20.00.45","3","Measuring 3.3 decitex or more but less than <il>13.2 decitex</il>","[""kg""]","","","","",""
"5503.20.00.65","3","Measuring <il>13.2 decitex</il> or more","[""kg""]","","","","",""
"5503.30.00.00","1","Acrylic or modacrylic","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5503.40.00.00","1","Of polypropylene","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5503.90","1","Other:","","","","","",""
"5503.90.10.00","2","Of vinyon","[""kg""]","Free","","25%","",""
"5503.90.90.00","2","Other","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5504","0","Artificial staple fibers, not carded, combed or otherwise processed for spinning:","","","","","",""
"5504.10.00.00","1","Of viscose rayon","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5504.90.00.00","1","Other","[""kg""]","4.3%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","25%","",""
"5505","0","Waste (including noils, yarn waste and garnetted stock) of man-made fibers:","","","","","",""
"5505.10.00","1","Of synthetic fibers","","Free","","10%","",""
"5505.10.00.20","2","Of nylon or other polyamides","[""kg""]","","","","",""
"5505.10.00.40","2","Of polyesters","[""kg""]","","","","",""
"5505.10.00.60","2","Other","[""kg""]","","","","",""
"5505.20.00.00","1","Of artificial fibers","[""kg""]","Free","","10%","",""
"5506","0","Synthetic staple fibers, carded, combed or otherwise processed for spinning:","","","","","",""
"5506.10.00.00","1","Of nylon or other polyamides","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5506.20.00.00","1","Of polyesters","[""kg""]","5.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5506.30.00.00","1","Acrylic or modacrylic","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5506.40.00.00","1","Of polypropylene","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5506.90.01.00","1","Other","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5507.00.00.00","0","Artificial staple fibers, carded, combed or otherwise processed for spinning","[""kg""]","5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","51.5%","",""
"5508","0","Sewing thread of man-made staple fibers, whether or not put up for retail sale:","","","","","",""
"5508.10.00.00","1","Of synthetic staple fibers (200)","[""kg""]","11.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","55%","",""
"5508.20.00.00","1","Of artificial staple fibers (200)","[""kg""]","11%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5509","0","Yarn (other than sewing thread) of synthetic staple fibers, not put up for retail sale:","","","","","",""
"","1","Containing 85 percent or more by weight of staple fibers of nylon or other polyamides:","","","","","",""
"5509.11.00.00","2","Single yarn (604)","[""kg""]","9.4%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.12.00.00","2","Multiple (folded) or cabled yarn (604)","[""kg""]","10.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"","1","Containing 85 percent or more by weight of polyester staple fibers:","","","","","",""
"5509.21.00.00","2","Single yarn (604)","[""kg""]","9.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.22.00","2","Multiple (folded) or cabled yarn","","10.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","61.5%","",""
"5509.22.00.10","3","Multiple (folded), with a final ""Z"" twist (200)","[""kg""]","","","","",""
"5509.22.00.90","3","Other (604)","[""kg""]","","","","",""
"","1","Containing 85 percent or more by weight of acrylic or modacrylic staple fibers:","","","","","",""
"5509.31.00.00","2","Single yarn (604)","[""kg""]","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.32.00.00","2","Multiple (folded) or cabled yarn (604)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"","1","Other yarn, containing 85 percent or more by weight of synthetic staple fibers:","","","","","",""
"5509.41.00","2","Single yarn","","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.41.00.10","3","Of polyvinyl alcohol (PVA) fibers (604)","[""kg""]","","","","",""
"5509.41.00.90","3","Other (604)","[""kg""]","","","","",""
"5509.42.00","2","Multiple (folded) or cabled yarn","","7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5509.42.00.10","3","Of polyvinyl alcohol (PVA) fibers (604)","[""kg""]","","","","",""
"5509.42.00.90","3","Other (604)","[""kg""]","","","","",""
"","1","Other yarn, of polyester staple fibers:","","","","","",""
"5509.51","2","Mixed mainly or solely with artificial staple fibers:","","","","","",""
"5509.51.30.00","3","Single yarn (607)","[""kg""]","9.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.51.60.00","3","Multiple (folded) or cabled yarn (607)","[""kg""]","10.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5509.52.00.00","2","Mixed mainly or solely with wool or fine animal hair (607)","[""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.53.00","2","Mixed mainly or solely with cotton","","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.53.00.30","3","Not exceeding 52 nm (607)","[""kg""]","","","","",""
"5509.53.00.60","3","Exceeding 52 nm (607)","[""kg""]","","","","",""
"5509.59.00.00","2","Other (607)","[""kg""]","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"","1","Other yarn, of acrylic or modacrylic staple fibers:","","","","","",""
"5509.61.00.00","2","Mixed mainly or solely with wool or fine animal hair (607)","[""kg""]","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.62.00.00","2","Mixed mainly or solely with cotton (607)","[""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.69","2","Other:","","","","","",""
"","3","Mixed mainly or solely with artificial staple fibers:","","","","","",""
"5509.69.20.00","4","Single yarn (607)","[""kg""]","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.69.40.00","4","Multiple (folded) or cabled yarn (607)","[""kg""]","10%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5509.69.60.00","3","Other (607)","[""kg""]","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"","1","Other yarn:","","","","","",""
"5509.91.00.00","2","Mixed mainly or solely with wool or fine animal hair (607)","[""kg""]","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.92.00.00","2","Mixed mainly or solely with cotton (607)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5509.99","2","Other:","","","","","",""
"","3","Mixed mainly or solely with artificial staple fibers:","","","","","",""
"5509.99.20.00","4","Single yarn (607)","[""kg""]","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5509.99.40.00","4","Multiple (folded) or cabled yarn (607)","[""kg""]","10.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5509.99.60.00","3","Other (607)","[""kg""]","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5510","0","Yarn (other than sewing thread) of artificial staple fibers, not put up for retail sale:","","","","","",""
"","1","Containing 85 percent or more by weight of artificial staple fibers:","","","","","",""
"5510.11.00.00","2","Single yarn (603)","[""kg""]","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5510.12.00.00","2","Multiple (folded) or cabled yarn (603)","[""kg""]","10.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5510.20.00.00","1","Other yarn, mixed mainly or solely with wool or fine animal hair (607)","[""kg""]","10.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5510.30.00.00","1","Other yarn, mixed mainly or solely with cotton (607)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5510.90","1","Other yarn:","","","","","",""
"","2","Mixed mainly or solely with synthetic staple fibers:","","","","","",""
"5510.90.20.00","3","Single yarn (607)","[""kg""]","9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","54%","",""
"5510.90.40.00","3","Multiple (folded) or cabled yarn (607)","[""kg""]","10.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","61.5%","",""
"5510.90.60.00","2","Other (607)","[""kg""]","13.2%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5511","0","Yarn (other than sewing thread) of man-made staple fibers, put up for retail sale:","","","","","",""
"5511.10.00","1","Of synthetic staple fibers, containing 85 percent or more by weight of such fibers","","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5511.10.00.30","2","Acrylic or modacrylic (200)","[""kg""]","","","","",""
"5511.10.00.60","2","Other (200)","[""kg""]","","","","",""
"5511.20.00.00","1","Of synthetic staple fibers, containing less than 85 percent by weight of such fibers (200)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5511.30.00.00","1","Of artificial staple fibers (200)","[""kg""]","7.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","55%","",""
"5512","0","Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers:","","","","","",""
"","1","Containing 85 percent or more by weight of polyester staple fibers:","","","","","",""
"5512.11.00","2","Unbleached or bleached","","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.11.00.10","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"5512.11.00.22","4","Of a width exceeding 254 cm (613)","[""m²"",""kg""]","","","","",""
"5512.11.00.27","4","Other (613)","[""m²"",""kg""]","","","","",""
"5512.11.00.30","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.11.00.40","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.11.00.50","3","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.11.00.60","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.11.00.70","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.11.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5512.19.00","2","Other","","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.19.00.05","3","Of yarns of different colors, except blue denim or jacquard weave (218)","[""m²"",""kg""]","","","","",""
"5512.19.00.10","3","Blue denim (225)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5512.19.00.15","4","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"","4","Sheeting:","","","","","",""
"5512.19.00.22","5","Of a width exceeding 254 cm (613)","[""m²"",""kg""]","","","","",""
"5512.19.00.27","5","Other (613)","[""m²"",""kg""]","","","","",""
"5512.19.00.30","4","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.19.00.35","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.19.00.40","4","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.19.00.45","4","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.19.00.50","4","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.19.00.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Containing 85 percent of more by weight of acrylic or modacrylic staple fibers:","","","","","",""
"5512.21.00","2","Unbleached or bleached","","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.21.00.10","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5512.21.00.20","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5512.21.00.30","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.21.00.40","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.21.00.50","3","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.21.00.60","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.21.00.70","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.21.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5512.29.00","2","Other","","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.29.00.05","3","Of yarns of different colors, except blue denim or jacquard weave (218)","[""m²"",""kg""]","","","","",""
"5512.29.00.10","3","Blue denim (225)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5512.29.00.15","4","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5512.29.00.20","4","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5512.29.00.25","4","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.29.00.30","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.29.00.35","4","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.29.00.40","4","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.29.00.45","4","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.29.00.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Other:","","","","","",""
"5512.91.00","2","Unbleached or bleached","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.91.00.10","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5512.91.00.20","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5512.91.00.30","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.91.00.40","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.91.00.50","3","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.91.00.60","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.91.00.70","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.91.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5512.99.00","2","Other","","12%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5512.99.00.05","3","Of yarns of different colors, except blue denim or jacquard weave (218)","[""m²"",""kg""]","","","","",""
"5512.99.00.10","3","Blue denim (225)","[""m²"",""kg""]","","","","",""
"","3","Other:","","","","","",""
"5512.99.00.15","4","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5512.99.00.20","4","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5512.99.00.25","4","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5512.99.00.30","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5512.99.00.35","4","Duck (219)","[""m²"",""kg""]","","","","",""
"5512.99.00.40","4","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5512.99.00.45","4","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5512.99.00.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"5513","0","Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m²:","","","","","",""
"","1","Unbleached or bleached:","","","","","",""
"5513.11.00","2","Of polyester staple fibers, plain weave","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.11.00.20","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.11.00.40","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.11.00.60","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.11.00.90","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.12.00.00","2","3-thread or 4-thread twill, including cross twill, of polyester staple fibers (617)","[""m²"",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.13.00","2","Other woven fabrics of polyester staple fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.13.00.20","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.13.00.40","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.13.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"5513.19.00","2","Other woven fabrics","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.19.00.10","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.19.00.20","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.19.00.30","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.19.00.40","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.19.00.50","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.19.00.60","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.19.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Dyed:","","","","","",""
"5513.21.00","2","Of polyester staple fibers, plain weave","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.21.00.20","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.21.00.40","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.21.00.60","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.21.00.90","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.23.01","2","Other woven fabrics of polyester staple fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.23.01.21","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.23.01.41","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.23.01.91","3","Other (220)","[""m²"",""kg""]","","","","",""
"5513.29.00","2","Other woven fabrics","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.29.00.10","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.29.00.20","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.29.00.30","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.29.00.40","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.29.00.50","3","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.29.00.60","3","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.29.00.90","3","Other (220)","[""m²"",""kg""]","","","","",""
"","1","Of yarns of different colors:","","","","","",""
"5513.31.00.00","2","Of polyester staple fibers, plain weave (218)","[""m²"",""kg""]","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.39.01","2","Other woven fabrics","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.39.01.11","3","Jacquard weave (220)","[""m²"",""kg""]","","","","",""
"5513.39.01.15","3","Oxford cloth (218)","[""m²"",""kg""]","","","","",""
"5513.39.01.91","3","Other (218)","[""m²"",""kg""]","","","","",""
"","1","Printed:","","","","","",""
"5513.41.00","2","Of polyester staple fibers, plain weave","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.41.00.20","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.41.00.40","3","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.41.00.60","3","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.41.00.90","3","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.49","2","Other woven fabrics:","","","","","",""
"5513.49.10.00","3","3-thread or 4-thread twill, including cross twill, of polyester staple fibers (617)","[""m²"",""kg""]","13.6%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.49.20","3","Other woven fabrics of polyester staple fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.49.20.20","4","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.49.20.40","4","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.49.20.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"5513.49.90","3","Other","","8.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5513.49.90.10","4","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"5513.49.90.20","4","Sheeting (613)","[""m²"",""kg""]","","","","",""
"5513.49.90.30","4","Printcloth (615)","[""m²"",""kg""]","","","","",""
"5513.49.90.40","4","Cheesecloth; lawns, voiles or batistes (226)","[""m²"",""kg""]","","","","",""
"5513.49.90.50","4","Satin weave or twill weave (617)","[""m²"",""kg""]","","","","",""
"5513.49.90.60","4","Oxford cloth (227)","[""m²"",""kg""]","","","","",""
"5513.49.90.90","4","Other (220)","[""m²"",""kg""]","","","","",""
"5514","0","Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight exceeding 170 g/m²:","","","","","",""
"","1","Unbleached or bleached:","","","","","",""
"5514.11.00","2","Of polyester staple fibers, plain weave","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5514.11.00.20","3","Poplin or broadcloth (614)","[""m²"",""kg""]","","","","",""
"","3","Sheeting:","","","","","",""
"5514.11.00.30","4","Not napped (613)","[""m²"",""kg""]","","","","",""
"5514.11.00.50","4","Napped (613)","[""m²"",""kg""]","","","","",""
"5514.11.00.90","3","Plain weave duck (219)","[""m²"",""kg""]","","","","",""
"5514.12.00","2","3-thread or 4-thread twill, including cross twill, of polyester staple fibers","","14.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","81%","",""
"5514.12.00.20","3","Not napped (617)","[""m²"",""kg""]","","","","",""
"5514.12.00.40","3","Napped (617)","[""m²"",""kg""]","","","","",""
