HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"","4","Other:","","","","","",""
"6204.62.05","5","Bib and brace overalls","","8.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P, PA,PE,S,SG)","90%","",""
"6204.62.05.05","6","Insulated, for cold weather protection (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","6","Other:","","","","","",""
"6204.62.05.10","7","Women's (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","7","Girls':","","","","","",""
"6204.62.05.25","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.05.50","8","Other (237)","[""doz."",""kg""]","","","","",""
"6204.62.15","5","Other","","16.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6204.62.15.03","6","Containing compact yarns described in statistical reporting numbers 5205.42.0021, 5205.43.0021, 5205.44.0021, 5205.46.0021 or 5205.47.0021 (348)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"","7","Women's trousers and breeches:","","","","","",""
"6204.62.15.06","8","Corduroy (348)","[""doz."",""kg""]","","","","",""
"6204.62.15.11","8","Blue denim (348)","[""doz."",""kg""]","","","","",""
"6204.62.15.21","8","Other (348)","[""doz."",""kg""]","","","","",""
"","7","Girls' trousers and breeches:","","","","","",""
"","8","Corduroy:","","","","","",""
"6204.62.15.26","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.15.31","9","Other (348)","[""doz."",""kg""]","","","","",""
"","8","Blue denim:","","","","","",""
"6204.62.15.36","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.15.41","9","Other (348)","[""doz."",""kg""]","","","","",""
"","8","Other:","","","","","",""
"6204.62.15.46","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.15.51","9","Other (348)","[""doz."",""kg""]","","","","",""
"6204.62.15.56","7","Women's shorts (348)","[""doz."",""kg""]","","","","",""
"","7","Girls' shorts:","","","","","",""
"6204.62.15.61","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.15.66","8","Other (348)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6204.62.50.00","4","Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down","[""doz."",""kg""]","Free","","60%","",""
"","4","Other:","","","","","",""
"6204.62.60","5","Bib and brace overalls","","8.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6204.62.60.05","6","Insulated, for cold weather protection (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","6","Other:","","","","","",""
"6204.62.60.10","7","Women's (359)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","7","Girls':","","","","","",""
"6204.62.60.25","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.60.50","8","Other (237)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6204.62.70.00","6","Certified hand-loomed and folklore products (348)","[""doz."",""kg""]","7.1%","Free (AU,BH,CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","37.5%","",""
"6204.62.80","6","Other","","16.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6204.62.80.03","7","Containing compact yarns described in statistical reporting numbers 5205.42.0021, 5205.43.0021, 5205.44.0021, 5205.46.0021 or 5205.47.0021 (348)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"","8","Women's trousers and breeches:","","","","","",""
"6204.62.80.06","9","Corduroy (348)","[""doz."",""kg""]","","","","",""
"6204.62.80.11","9","Blue denim (348)","[""doz."",""kg""]","","","","",""
"6204.62.80.14","9","Designed for use in hospitals, clinics, laboratories or contaminated areas (348)","[""doz."",""kg""]","","","","",""
"6204.62.80.18","9","Other (348)","[""doz."",""kg""]","","","","",""
"","8","Girls' trousers and breeches:","","","","","",""
"","9","Corduroy:","","","","","",""
"6204.62.80.26","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.80.31","10","Other (348)","[""doz."",""kg""]","","","","",""
"","9","Blue denim:","","","","","",""
"6204.62.80.36","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.80.41","10","Other (348)","[""doz."",""kg""]","","","","",""
"","9","Other:","","","","","",""
"6204.62.80.46","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.80.51","10","Other (348)","[""doz."",""kg""]","","","","",""
"6204.62.80.56","8","Women's shorts (348)","[""doz."",""kg""]","","","","",""
"","8","Girls' shorts:","","","","","",""
"6204.62.80.61","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.62.80.66","9","Other (348)","[""doz."",""kg""]","","","","",""
"6204.63","2","Of synthetic fibers:","","","","","",""
"","3","Recreational performance outerwear:","","","","","",""
"6204.63.01.00","4","Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down","[""doz."",""kg""]","Free","","60%","",""
"","4","Other:","","","","","",""
"","5","Bib and brace overalls:","","","","","",""
"6204.63.02.00","6","Water resistant","[""doz."",""<u>kg<\/u>""]","7.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.63.03","6","Other","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"6204.63.03.05","7","Insulated, for cold weather protection (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","7","Other:","","","","","",""
"6204.63.03.10","8","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","8","Girls':","","","","","",""
"6204.63.03.25","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.03.50","9","Other (237)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6204.63.08","6","Containing 36 percent or more by weight of wool or fine animal hair","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","58.5%","",""
"6204.63.08.10","7","Women's (448)","[""doz."",""kg""]","","","","",""
"6204.63.08.20","7","Girls' (448)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6204.63.09","7","Water resistant trousers or breeches","","7.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.63.09.10","8","Ski/snowboard pants (648)","[""doz."",""kg""]","","","","",""
"6204.63.09.90","8","Other (648)","[""doz."",""kg""]","","","","",""
"6204.63.11","7","Other","","28.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","8","Trousers and breeches:","","","","","",""
"6204.63.11.10","9","Women's (648)","[""doz."",""kg""]","","","","",""
"","9","Girls':","","","","","",""
"6204.63.11.25","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.11.30","10","Other (648)","[""doz."",""kg""]","","","","",""
"","8","Shorts:","","","","","",""
"6204.63.11.32","9","Women's (648)","[""doz."",""kg""]","","","","",""
"","9","Girls':","","","","","",""
"6204.63.11.35","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.11.40","10","Other (648)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"6204.63.50.00","4","Containing 15 percent or more by weight of down and waterfowl plumage and of which down comprises 35 percent or more by weight; containing 10 percent or more by weight of down","[""doz."",""kg""]","Free","","60%","",""
"","4","Other:","","","","","",""
"","5","Bib and brace overalls:","","","","","",""
"6204.63.55.00","6","Water resistant (659)","[""doz."",""<u>kg<\/u>""]","7.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.63.60","6","Other","","14.9%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"6204.63.60.05","7","Insulated, for cold weather protection (659)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6204.63.60.10","8","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","8","Girls':","","","","","",""
"6204.63.60.25","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.60.50","9","Other (237)","[""doz."",""kg""]","","","","",""
"6204.63.65.00","5","Certified hand-loomed and folklore products (648)","[""doz."",""kg""]","11.3%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"","5","Other:","","","","","",""
"6204.63.70","6","Containing 36 percent or more by weight of wool or fine animal hair","","13.6%","Free (AU, BH, CL, CO, IL, JO, KR, MA, OM, P, PA, PE, S, SG)","58.5%","",""
"6204.63.70.10","7","Women's (448)","[""doz."",""kg""]","","","","",""
"6204.63.70.20","7","Girls' (448)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6204.63.75","7","Water resistant trousers or breeches (648)","","7.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.63.75.10","8","Ski/snowboard pants (648)","[""doz."",""kg""]","","","","",""
"6204.63.75.90","8","Other (648)","[""doz."",""kg""]","","","","",""
"6204.63.90","7","Other","","28.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","8","Trousers and breeches:","","","","","",""
"","9","Women's:","","","","","",""
"6204.63.90.09","10","Designed for use in hospitals, clinics, laboratories or contaminated areas (648)","[""doz."",""kg""]","","","","",""
"6204.63.90.11","10","Other (648)","[""doz."",""kg""]","","","","",""
"","9","Girls':","","","","","",""
"6204.63.90.25","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.90.30","10","Other (648)","[""doz."",""kg""]","","","","",""
"","8","Shorts:","","","","","",""
"6204.63.90.32","9","Women's (648)","[""doz."",""kg""]","","","","",""
"","9","Girls':","","","","","",""
"6204.63.90.35","10","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.63.90.40","10","Other (648)","[""doz."",""kg""]","","","","",""
"6204.69","2","Of other textile materials:","","","","","",""
"","3","Recreational performance outerwear:","","","","","",""
"","4","Of artificial fibers:","","","","","",""
"6204.69.01","5","Bib and brace overalls","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"6204.69.01.05","6","Insulated, for cold weather protection (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","6","Other:","","","","","",""
"6204.69.01.10","7","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","7","Girls':","","","","","",""
"6204.69.01.25","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.01.50","8","Other","[""doz."",""kg""]","","","","",""
"","5","Trousers, breeches and shorts:","","","","","",""
"6204.69.02","6","Containing 36 percent or more by weight of wool or fine animal hair","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","58.5%","",""
"","7","Trousers and breeches:","","","","","",""
"6204.69.02.10","8","Women's (448)","[""doz."",""kg""]","","","","",""
"6204.69.02.20","8","Girls' (448)","[""doz."",""kg""]","","","","",""
"6204.69.02.30","7","Shorts (448)","[""doz."",""kg""]","","","","",""
"6204.69.03","6","Other","","28.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","7","Trousers and breeches:","","","","","",""
"6204.69.03.10","8","Women's (648)","[""doz."",""kg""]","","","","",""
"","8","Girls':","","","","","",""
"6204.69.03.20","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.03.30","9","Other (648)","[""doz."",""kg""]","","","","",""
"","7","Shorts:","","","","","",""
"6204.69.03.40","8","Women's (648)","[""doz."",""kg""]","","","","",""
"","8","Girls':","","","","","",""
"6204.69.03.50","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.03.60","9","Other (648)","[""doz."",""kg""]","","","","",""
"","4","Of silk or silk waste:","","","","","",""
"6204.69.04","5","Containing 70 percent or more by weight of silk or silk waste","","1.1%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.69.04.10","6","Trousers, breeches and shorts (748)","[""doz."",""kg""]","","","","",""
"6204.69.04.20","6","Bib and brace overalls (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6204.69.05","5","Other","","7.1%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","6","Trousers, breeches and shorts:","","","","","",""
"6204.69.05.10","7","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6204.69.05.20","7","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6204.69.05.30","7","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6204.69.05.40","8","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6204.69.05.50","8","Shorts (847)","[""doz."",""kg""]","","","","",""
"6204.69.05.70","6","Bib and brace overalls (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6204.69.06","4","Other","","2.8%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","5","Trousers, breeches and shorts:","","","","","",""
"6204.69.06.10","6","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6204.69.06.20","6","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6204.69.06.30","6","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6204.69.06.44","7","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6204.69.06.46","7","Shorts (847)","[""doz."",""kg""]","","","","",""
"6204.69.06.50","5","Bib and brace overalls (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","3","Other:","","","","","",""
"","4","Of artificial fibers:","","","","","",""
"6204.69.15","5","Bib and brace overalls","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","76%","",""
"6204.69.15.05","6","Insulated, for cold weather protection (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","6","Other:","","","","","",""
"6204.69.15.10","7","Women's (659)","[""doz."",""<u>kg<\/u>""]","","","","",""
"","7","Girls':","","","","","",""
"6204.69.15.25","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.15.50","8","Other (237)","[""doz."",""kg""]","","","","",""
"","5","Trousers, breeches and shorts:","","","","","",""
"6204.69.22","6","Containing 36 percent or more by weight of wool or fine animal hair","","13.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","58.5%","",""
"","7","Trousers and breeches:","","","","","",""
"6204.69.22.10","8","Women's (448)","[""doz."",""kg""]","","","","",""
"6204.69.22.20","8","Girls' (448)","[""doz."",""kg""]","","","","",""
"6204.69.22.30","7","Shorts (448)","[""doz."",""kg""]","","","","",""
"6204.69.28","6","Other","","28.6%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","7","Trousers and breeches:","","","","","",""
"6204.69.28.10","8","Women's (648)","[""doz."",""kg""]","","","","",""
"","8","Girls':","","","","","",""
"6204.69.28.20","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.28.30","9","Other (648)","[""doz."",""kg""]","","","","",""
"","7","Shorts:","","","","","",""
"6204.69.28.40","8","Women's (648)","[""doz."",""kg""]","","","","",""
"","8","Girls':","","","","","",""
"6204.69.28.50","9","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6204.69.28.60","9","Other (648)","[""doz."",""kg""]","","","","",""
"","4","Of silk or silk waste:","","","","","",""
"6204.69.45","5","Containing 70 percent or more by weight of silk or silk waste","","1.1%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6204.69.45.10","6","Trousers, breeches and shorts (748)","[""doz."",""kg""]","","","","",""
"6204.69.45.20","6","Bib and brace overalls (759)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6204.69.65","5","Other","","7.1%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"","6","Trousers, breeches and shorts:","","","","","",""
"6204.69.65.10","7","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6204.69.65.20","7","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6204.69.65.30","7","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","7","Other:","","","","","",""
"6204.69.65.40","8","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6204.69.65.50","8","Shorts (847)","[""doz."",""kg""]","","","","",""
"6204.69.65.70","6","Bib and brace overalls (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6204.69.80","4","Other","","2.8%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","5","Trousers, breeches and shorts:","","","","","",""
"6204.69.80.10","6","Subject to cotton restraints (348)","[""doz."",""kg""]","","","","",""
"6204.69.80.20","6","Subject to wool restraints (448)","[""doz."",""kg""]","","","","",""
"6204.69.80.30","6","Subject to man-made fiber restraints (648)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6204.69.80.44","7","Trousers and breeches (847)","[""doz."",""kg""]","","","","",""
"6204.69.80.46","7","Shorts (847)","[""doz."",""kg""]","","","","",""
"6204.69.80.50","5","Bib and brace overalls (859)","[""doz."",""<u>kg<\/u>""]","","","","",""
"6205","0","Men's or boys' shirts:","","","","","",""
"6205.20","1","Of cotton:","","","","","",""
"6205.20.10.00","2","Certified hand-loomed and folklore products (340)","[""doz."",""kg""]","8.7%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"6205.20.20","2","Other","","19.7%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","45%","",""
"6205.20.20.03","3","Containing compact yarns described in statistical reporting number 5205.42.0021, 5205.43.0021,   5205.44.0021, 5205.46.0021 or 5205.47.0021 (340)","[""doz."",""kg""]","","","","",""
"","3","Dress shirts:","","","","","",""
"","4","With two or more colors in the warp and/or the filling:","","","","","",""
"6205.20.20.16","5","Men's (340)","[""doz."",""kg""]","","","","",""
"6205.20.20.21","5","Boys' (340)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"6205.20.20.26","5","Men's (340)","[""doz."",""kg""]","","","","",""
"6205.20.20.31","5","Boys' (340)","[""doz."",""kg""]","","","","",""
"","3","Other:","","","","","",""
"","4","Corduroy:","","","","","",""
"6205.20.20.36","5","Men's (340)","[""doz."",""kg""]","","","","",""
"","5","Boys':","","","","","",""
"6205.20.20.41","6","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6205.20.20.44","6","Other (340)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With two or more colors in the warp and/or the filling:","","","","","",""
"6205.20.20.47","6","Napped (340)","[""doz."",""kg""]","","","","",""
"","6","Other:","","","","","",""
"6205.20.20.51","7","Men's (340)","[""doz."",""kg""]","","","","",""
"","7","Boys':","","","","","",""
"6205.20.20.56","8","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6205.20.20.61","8","Other (340)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Men's:","","","","","",""
"6205.20.20.63","7","Designed for use in hospitals, clinics, laboratories or contaminated areas (340)","[""doz."",""kg""]","","","","",""
"6205.20.20.67","7","Other (340)","[""doz."",""kg""]","","","","",""
"","6","Boys':","","","","","",""
"6205.20.20.71","7","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6205.20.20.76","7","Other (340)","[""doz."",""kg""]","","","","",""
"6205.30","1","Of man-made fibers:","","","","","",""
"6205.30.10.00","2","Certified hand-loomed and folklore products (640)","[""doz."",""kg""]","12.2%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","76%","",""
"","2","Other:","","","","","",""
"6205.30.15","3","Containing 36 percent or more by weight of wool or fine animal hair","","49.6¢/kg + 19.7%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","52.9¢/kg + 45%","",""
"6205.30.15.10","4","Men's (440)","[""doz."",""kg""]","","","","",""
"6205.30.15.20","4","Boys' (440)","[""doz."",""kg""]","","","","",""
"6205.30.20","3","Other","","29.1¢/kg + 25.9%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","30.9¢/kg + 76%","",""
"","4","Dress:","","","","","",""
"","5","With two or more colors in the warp and/or the filling:","","","","","",""
"6205.30.20.10","6","Men's (640)","[""doz."",""kg""]","","","","",""
"6205.30.20.20","6","Boys' (640)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"6205.30.20.30","6","Men's (640)","[""doz."",""kg""]","","","","",""
"6205.30.20.40","6","Boys' (640)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With two or more colors in the warp and/or the filling:","","","","","",""
"6205.30.20.50","6","Men's (640)","[""doz."",""kg""]","","","","",""
"","6","Boys':","","","","","",""
"6205.30.20.55","7","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6205.30.20.60","7","Other (640)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Men's:","","","","","",""
"6205.30.20.71","7","Designed for use in hospitals, clinics, laboratories or contaminated areas (640)","[""doz."",""kg""]","","","","",""
"6205.30.20.73","7","Other (640)","[""doz."",""kg""]","","","","",""
"","6","Boys':","","","","","",""
"6205.30.20.75","7","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6205.30.20.80","7","Other (640)","[""doz."",""kg""]","","","","",""
"6205.90","1","Of other textile materials:","","","","","",""
"","2","Of wool or fine animal hair:","","","","","",""
"6205.90.05.00","3","Certified hand-loomed and folklore products (440)","[""doz."",""kg""]","9.2%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6205.90.07","3","Other","","17.5%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","52.9¢/kg + 45%","",""
"6205.90.07.10","4","Men's (440)","[""doz."",""kg""]","","","","",""
"6205.90.07.20","4","Boys' (440)","[""doz."",""kg""]","","","","",""
"","2","Of silk or silk waste:","","","","","",""
"6205.90.10.00","3","Containing 70 percent or more by weight of silk or silk waste (740)","[""doz."",""kg""]","1.1%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65%","",""
"6205.90.30","3","Other","","7.1%","Free (AU,BH, CL,CO,E*,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","65%","",""
"6205.90.30.10","4","Subject to cotton restraints (340)","[""doz."",""kg""]","","","","",""
"6205.90.30.20","4","Subject to wool restraints (440)","[""doz."",""kg""]","","","","",""
"6205.90.30.30","4","Subject to man-made fiber restraints (640)","[""doz."",""kg""]","","","","",""
"6205.90.30.50","4","Other (840)","[""doz."",""kg""]","","","","",""
"6205.90.40","2","Other","","2.8%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"6205.90.40.10","3","Subject to cotton restraints (340)","[""doz."",""kg""]","","","","",""
"6205.90.40.20","3","Subject to wool restraints (440)","[""doz."",""kg""]","","","","",""
"6205.90.40.30","3","Subject to man-made fiber restraints (640)","[""doz."",""kg""]","","","","",""
"6205.90.40.40","3","Other (840)","[""doz."",""kg""]","","","","",""
"6206","0","Women's or girls' blouses, shirts and shirt-blouses:","","","","","",""
"6206.10.00","1","Of silk or silk waste","","6.9%","Free (AU,BH,CL,CO,E*,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","65%","",""
"6206.10.00.10","2","Subject to cotton restraints (341)","[""doz."",""kg""]","","","","",""
"6206.10.00.20","2","Subject to wool restraints (440)","[""doz."",""kg""]","","","","",""
"6206.10.00.30","2","Subject to man-made fiber restraints (641)","[""doz."",""kg""]","","","","",""
"","2","Other:","","","","","",""
"6206.10.00.40","3","Containing 70 percent or more by weight of silk or silk waste (741)","[""doz."",""kg""]","","","","",""
"6206.10.00.50","3","Other (840)","[""doz."",""kg""]","","","","",""
"6206.20","1","Of wool or fine animal hair:","","","","","",""
"6206.20.10.00","2","Certified hand-loomed and folklore products (440)","[""doz."",""kg""]","8.5%","Free (AU,BH,CL,CO,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"","2","Other:","","","","","",""
"6206.20.20","3","Containing 30 percent or more by weight of silk or silk waste","","7.1%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6206.20.20.10","4","Women's (440)","[""doz."",""kg""]","","","","",""
"6206.20.20.20","4","Girls' (440)","[""doz."",""kg""]","","","","",""
"6206.20.30","3","Other","","17%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","82.7¢/kg + 58.5%","",""
"6206.20.30.10","4","Women's (440)","[""doz."",""kg""]","","","","",""
"6206.20.30.20","4","Girls' (440)","[""doz."",""kg""]","","","","",""
"6206.30","1","Of cotton:","","","","","",""
"6206.30.10.00","2","Certified hand-loomed and folklore products (341)","[""doz."",""kg""]","9%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","90%","",""
"","2","Other:","","","","","",""
"6206.30.20.00","3","Containing 36 percent or more by weight of flax fibers (341)","[""doz."",""kg""]","3.5%","Free (AU,BH, CL,CO,IL,JO,KR, MA,OM,P, PA,PE,S,SG)","90%","",""
"6206.30.30","3","Other","","15.4%","Free (AU,BH,CL,CO,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","90%","",""
"6206.30.30.03","4","Containing compact yarns described in statistical reporting numbers 5205.42.0021, 5205.43.0021,   5205.44.0021,5205.46.0021or 5205.47.0021 (341)","[""doz."",""kg""]","","","","",""
"","4","Other:","","","","","",""
"","5","With two or more colors in the warp and/or the filling:","","","","","",""
"6206.30.30.11","6","Women's (341)","[""doz."",""kg""]","","","","",""
"","6","Girls':","","","","","",""
"6206.30.30.21","7","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6206.30.30.31","7","Other (341)","[""doz."",""kg""]","","","","",""
"","5","Other:","","","","","",""
"","6","Women's:","","","","","",""
"6206.30.30.43","7","Designed for use in hospitals, clinics, laboratories or contaminated areas (341)","[""doz."",""kg""]","","","","",""
"6206.30.30.45","7","Other (341)","[""doz."",""kg""]","","","","",""
"","6","Girls':","","","","","",""
"6206.30.30.51","7","Imported as parts of playsuits (237)","[""doz."",""kg""]","","","","",""
"6206.30.30.61","7","Other (341)","[""doz."",""kg""]","","","","",""
"6206.40","1","Of man-made fibers:","","","","","",""
"6206.40.10.00","2","Certified hand-loomed and folklore products (641)","[""doz."",""kg""]","11.3%","Free (AU,BH, CL,CO,E,IL,JO, KR,MA,OM, P,PA,PE,S,SG)","76%","",""
"","2","Other:","","","","","",""
