HTS Number,Indent,Description,Unit of Quantity,General Rate of Duty,Special Rate of Duty,Column 2 Rate of Duty,Quota Quantity,Additional Duties
"4205.00.10.00","2","Other","[""kg""]","Free","","35%","",""
"","1","Other:","","","","","",""
"4205.00.20.00","2","Shoelaces","[""kg""]","Free","","15%","",""
"4205.00.40.00","2","Straps and strops","[""kg""]","1.8%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"","2","Other:","","","","","",""
"4205.00.60.00","3","Of reptile leather","[""kg""]","4.9%","Free (A*,AU,B,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4205.00.80.00","3","Other","[""kg""]","Free","","35%","",""
"4206.00","0","Articles of gut (other than silkworm gut), of goldbeater's skin, of bladders or of tendons:","","","","","",""
"","1","Of catgut:","","","","","",""
"4206.00.13.00","2","If imported for use in the manufacture of sterile surgical sutures","[""kg""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4206.00.19","2","Other","","3.9%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","40%","",""
"4206.00.19.10","3","Racquet strings","[""m""]","","","","",""
"4206.00.19.30","3","Other","[""kg""]","","","","",""
"4206.00.90.00","1","Other","[""kg""]","Free","","40%","",""
"4301","0","Raw furskins (including heads, tails, paws and other pieces or cuttings, suitable for furriers' use), other than raw hides and skins of heading 4101, 4102 or 4103:","","","","","",""
"4301.10.00","1","Of mink, whole, with or without head, tail or paws","","Free","","Free","",""
"4301.10.00.10","2","Wild","[""No.""]","","","","",""
"4301.10.00.20","2","Other","[""No.""]","","","","",""
"4301.30.00.00","1","Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb, whole, with or without head, tail or paws","[""No.""]","Free","","Free","",""
"4301.60","1","Of fox, whole, with or without head, tail or paws:","","","","","",""
"4301.60.30.00","2","Of silver, black or platinum fox (including those of any fox which is a mutation, or type developed, from silver, black or platinum foxes)","[""No.""]","5.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4301.60.60.00","2","Other","[""No.""]","Free","","Free","",""
"4301.80.02","1","Other furskins, whole, with or without head, tail or paws","","Free","","Free","",""
"4301.80.02.01","2","Of hare","[""No.""]","","","","",""
"4301.80.02.02","2","Of rabbit","[""No.""]","","","","",""
"4301.80.02.03","2","Of beaver","[""No.""]","","","","",""
"4301.80.02.04","2","Of muskrat","[""No.""]","","","","",""
"4301.80.02.10","2","Of nutria","[""No.""]","","","","",""
"4301.80.02.20","2","Of lynx","[""No.""]","","","","",""
"4301.80.02.40","2","Of marten","[""No.""]","","","","",""
"4301.80.02.60","2","Of sable","[""No.""]","","","","",""
"4301.80.02.70","2","Of fisher","[""No.""]","","","","",""
"4301.80.02.75","2","Of racoon","[""No.""]","","","","",""
"4301.80.02.80","2","Of seal","[""No.""]","","","","",""
"4301.80.02.90","2","Other","[""No.""]","","","","",""
"4301.90.00.00","1","Heads, tails, paws and other pieces or cuttings, suitable for furriers' use","[""kg""]","Free","","Free","",""
"4302","0","Tanned or dressed furskins (including heads, tails, paws and other pieces or cuttings), unassembled, or assembled (without the addition of other materials) other than those of heading 4303:","","","","","",""
"","1","Whole skins, with or without head, tail or paws, not assembled:","","","","","",""
"4302.11.00","2","Of mink","","2.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.11.00.10","3","Kolinsky","[""No.""]","","","","",""
"4302.11.00.20","3","Other","[""No.""]","","","","",""
"4302.19","2","Other:","","","","","",""
"4302.19.13.00","3","Of lamb, the following: Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb","[""No.""]","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"","3","Of beaver, chinchilla, ermine, fisher, fitch, fox, leopard, lynx, marten, nutria, ocelot, otter, pony, racoon, sable or wolf:","","","","","",""
"4302.19.15.00","4","Of silver, black or platinum fox (including those of any fox which is a mutation, or type developed, from silver, black or platinum foxes)","[""No.""]","5.6%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"","4","Other:","","","","","",""
"4302.19.30","5","Not dyed","","1.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.19.30.30","6","Fox","[""No.""]","","","","",""
"4302.19.30.40","6","Racoon","[""No.""]","","","","",""
"4302.19.30.70","6","Other","[""No.""]","","","","",""
"4302.19.45","5","Dyed","","2.2%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.19.45.30","6","Fox","[""No.""]","","","","",""
"4302.19.45.40","6","Racoon","[""No.""]","","","","",""
"4302.19.45.70","6","Other","[""No.""]","","","","",""
"4302.19.55.00","3","Of rabbit or hare","[""No.""]","2.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","3","Other:","","","","","",""
"4302.19.60.00","4","Not dyed","[""No.""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.19.75.00","4","Dyed","[""No.""]","1.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.20","1","Heads, tails, paws and other pieces or cuttings, not assembled:","","","","","",""
"4302.20.30.00","2","Of beaver, Caracul or Persian lamb, chinchilla, ermine, fisher, fitch, fox, Kolinsky, leopard, lynx, marten, mink, nutria, ocelot, otter, pony, racoon, sable or wolf","[""kg""]","2.1%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"","2","Other:","","","","","",""
"4302.20.60.00","3","Not dyed","[""kg""]","3.5%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","25%","",""
"4302.20.90.00","3","Dyed","[""kg""]","1.7%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","30%","",""
"4302.30.00.00","1","Whole skins and pieces or cuttings thereof, assembled","[""kg""]","5.3%","Free (A,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","35%","",""
"4303","0","Articles of apparel, clothing accessories and other articles of furskin:","","","","","",""
"4303.10.00","1","Articles of apparel and clothing accessories","","4%","Free (A*,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","50%","",""
"4303.10.00.30","2","Of mink","[""No.""]","","","","",""
"4303.10.00.60","2","Other","[""No.""]","","","","",""
"4303.90.00.00","1","Other","[""No.""]","Free","","50%","",""
"4304.00.00.00","0","Artificial fur and articles thereof","[""No.""]","6.5%","Free (A+,AU,BH,CL,CO,D,E,IL, JO,KR,MA, OM,P,PA,PE,S,SG)","74%","",""
"4401","0","Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms; wood in chips or particles; sawdust and wood waste and scrap, whether or not agglomerated in logs, briquettes, pellets or similar forms:","","","","","",""
"","1","Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms:","","","","","",""
"4401.11.00.00","2","Coniferous","[""kg""]","Free","","20%","",""
"4401.12.00.00","2","Nonconiferous","[""kg""]","Free","","20%<il></il>","",""
"","1","Wood in chips or particles:","","","","","",""
"4401.21.00.00","2","Coniferous","[""t dwb""]","Free","","Free","",""
"4401.22.00.00","2","Nonconiferous","[""t dwb""]","Free","","Free","",""
"","1","Sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms:","","","","","",""
"4401.31.00.00","2","Wood pellets","[""kg""]","Free","","Free","",""
"4401.32.00.00","2","Wood briquettes","[""kg""]","Free","","Free","",""
"4401.39","2","Other:","","","","","",""
"4401.39.20.00","3","Artificial fire logs composed of wax and sawdust, with or without added materials","[""kg""]","Free","","20%","",""
"4401.39.42","3","Other","","Free","","Free","",""
"4401.39.42.10","4","Sawdust","[""kg""]","","","","",""
"4401.39.42.20","4","Shavings","[""kg""]","","","","",""
"4401.39.42.90","4","Other","[""kg""]","","","","",""
"","1","Sawdust and wood waste and scrap, not agglomerated:","","","","","",""
"4401.41.00.00","2","Sawdust","[""kg""]","Free","","Free","",""
"4401.49.00","2","Other","","Free","","Free","",""
"4401.49.00.20","3","Shavings","[""kg""]","","","","",""
"4401.49.00.90","3","Other","[""kg""]","","","","",""
"4402","0","Wood charcoal (including shell or nut charcoal), whether or not agglomerated:","","","","","",""
"4402.10.00.00","1","Of bamboo","[""t""]","Free","","Free","",""
"4402.20.00.00","1","Of shell or nut","[""t""]","Free","","Free","",""
"4402.90.01.00","1","Other","[""t""]","Free","","Free","",""
"4403","0","Wood in the rough, whether or not stripped of bark or sap- wood, or roughly squared:","","","","","",""
"","1","Treated with paint, stain, creosote or other preservatives:","","","","","",""
"4403.11.00","2","Coniferous","","Free","","Free","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.11.00.20","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.11.00.40","4","Fence posts","[""m""]","","","","",""
"4403.11.00.50","4","Other","[""m""]","","","","",""
"4403.11.00.60","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.12.00","2","Nonconiferous","","Free","","Free","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.12.00.20","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.12.00.40","4","Fence posts","[""m""]","","","","",""
"4403.12.00.50","4","Other","[""m""]","","","","",""
"4403.12.00.60","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"","1","Other, coniferous:","","","","","",""
"4403.21.01","2","Of pine <u>(Pinus</u> spp.), of which the smallest cross-sectional dimension is 15 cm or more","","Free","","Free","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.21.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.21.01.15","4","Fence posts","[""m""]","","","","",""
"4403.21.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.21.01.20","4","Southern yellow pine (Loblolly pine (<u>Pinus</u> <u>taeda</u>)), long leaf pine (<u>Pinus</u> <u>palustris</u>), pitch pine (<u>Pinus</u> <u>rigida</u>), short leaf pine (<u>Pinus</u> <u>echinata</u>), slash pine (<u>Pinus</u> <u>elliottii</u>) and Virginia pine (<u>Pinus</u> <u>virginiana</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.21.01.25","4","Ponderosa pine (<u>Pinus</u> <u>ponderosa</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.21.01.30","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.21.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.22.01","2","Of pine <u>(Pinus</u> spp.), other","","Free","","Free","",""
"4403.22.01.08","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.22.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.22.01.15","4","Fence posts","[""m""]","","","","",""
"4403.22.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.22.01.20","4","Southern yellow pine (Loblolly pine (<u>Pinus</u> <u>taeda</u>)), long leaf pine (<u>Pinus</u> <u>palustris</u>), pitch pine (<u>Pinus</u> <u>rigida</u>), short leaf pine (<u>Pinus</u> <u>echinata</u>), slash pine (<u>Pinus</u> <u>elliottii</u>) and Virginia pine (<u>Pinus</u> <u>virginiana</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.22.01.25","4","Ponderosa pine (<u>Pinus</u> <u>ponderosa</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.22.01.30","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.22.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.23.01","2","Of fir (<u>Abies</u> spp.) and spruce (<u>Picea</u> spp.), of which the smallest cross-sectional dimension is 15 cm or more","","Free","","Free","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.23.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.23.01.15","4","Fence posts","[""m""]","","","","",""
"4403.23.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.23.01.35","4","Spruce (<u>Picea</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.23.01.42","4","Other fir; balsam","[""m<sup>3<\/sup>""]","","","","",""
"4403.23.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.24.01","2","Of fir (<u>Abies</u> spp.) and spruce (<u>Picea</u> spp.), other","","Free","","Free","",""
"4403.24.01.04","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.24.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.24.01.15","4","Fence posts","[""m""]","","","","",""
"4403.24.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.24.01.35","4","Spruce (<u>Picea</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.24.01.42","4","Other fir; balsam","[""m<sup>3<\/sup>""]","","","","",""
"4403.24.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01","2","Other, of which the smallest cross-sectional dimension is 15 cm or more","","Free","","Free","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.25.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.25.01.15","4","Fence posts","[""m""]","","","","",""
"4403.25.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.25.01.40","4","Douglas-fir (<u>Pseudotsuga</u> <u>menziesii</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.50","4","Western hemlock (<u>Tsuga</u> <u>heterophylla</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.52","4","Other hemlock","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.55","4","Western red cedar (<u>Thuja</u> <u>plicata</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.57","4","Other cedar","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.64","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.25.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01","2","Other","","Free","","Free","",""
"4403.26.01.08","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"","3","Poles, piles and posts:","","","","","",""
"4403.26.01.12","4","Telephone, telegraph and electrical power poles","[""m""]","","","","",""
"4403.26.01.15","4","Fence posts","[""m""]","","","","",""
"4403.26.01.16","4","Other","[""m""]","","","","",""
"","3","Logs and timber:","","","","","",""
"4403.26.01.40","4","Douglas-fir (<u>Pseudotsuga</u> <u>menziesii</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.50","4","Western hemlock (<u>Tsuga</u> <u>heterophylla</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.52","4","Other hemlock","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.55","4","Western red cedar (<u>Thuja</u> <u>plicata</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.57","4","Other cedar","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.64","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.26.01.65","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"","1","Other, of tropical wood:","","","","","",""
"4403.41.00.00","2","Dark Red Meranti, Light Red Meranti and Meranti Bakau","[""m<sup>3<\/sup>""]","Free","","Free","",""
"4403.42.00.00","2","Teak","[""m<sup>3<\/sup>""]","Free","","Free","",""
"4403.49.02.00","2","Other","[""m<sup>3<\/sup>""]","Free","","Free","",""
"","1","Other:","","","","","",""
"4403.91.00","2","Of oak (<u>Quercus</u> spp.)","","Free","","Free","",""
"4403.91.00.20","3","Of red oak","[""m<sup>3<\/sup>""]","","","","",""
"4403.91.00.40","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.93.01.00","2","Of beech (<u>Fagus</u> spp.), of which the smallest cross-sectional dimension is 15 cm or more","[""m<sup>3<\/sup>""]","Free","","Free","",""
"4403.94.01.00","2","Of beech (<u>Fagus</u> spp.), other","[""m<sup>3<\/sup>""]","Free","","Free","",""
"4403.95.01","2","Of birch (<u>Betula</u> spp.), of which the smallest cross-sectional dimension is 15 cm or more","","Free","","Free","",""
"4403.95.01.27","3","Poles, piles and posts","[""m<sup>3<\/sup>""]","","","","",""
"4403.95.01.30","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.96.01","2","Of birch (<u>Betula</u> spp.), other","","Free","","Free","",""
"4403.96.01.23","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"4403.96.01.27","3","Poles, piles and posts","[""m<sup>3<\/sup>""]","","","","",""
"4403.96.01.30","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.97.00","2","Of poplar and aspen (<u>Populus</u> spp.)","","Free","","Free","",""
"4403.97.00.22","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"4403.97.00.26","3","Poles, piles and posts","[""m<sup>3<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"4403.97.00.65","4","Of yellow poplar (<u>Liriodendron</u> <u>tulipifera</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.97.00.67","4","Of other poplar; of aspen or cottonwood","[""m<sup>3<\/sup>""]","","","","",""
"4403.98.00","2","Of eucalyptus (<u>Eucalyptus</u> spp.)","","Free","","Free","",""
"4403.98.00.23","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"4403.98.00.28","3","Poles, piles and posts","[""m<sup>3<\/sup>""]","","","","",""
"4403.98.00.95","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01","2","Other","","Free","","Free","",""
"4403.99.01.23","3","Pulpwood","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.28","3","Poles, piles and posts","[""m<sup>3<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"4403.99.01.40","4","Of ash (<u>Fraxinus</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.50","4","Of western red alder (<u>Alnus</u> <u>rubra</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.55","4","Of cherry (<u>Prunus</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.60","4","Of maple (<u>Acer</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.70","4","Of walnut (<u>Juglans</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.75","4","Of paulownia (<u>Paulownia</u> spp.)","[""m<sup>3<\/sup>""]","","","","",""
"4403.99.01.95","4","Other","[""m<sup>3<\/sup>""]","","","","",""
"4404","0","Hoopwood; split poles; piles, pickets and stakes of wood, pointed but not sawn lengthwise; wooden sticks, roughly trimmed but not turned, bent or otherwise worked, suitable for the manufacture of walking-sticks, umbrellas, tool handles or the like; chipwood and the like:","","","","","",""
"4404.10.00","1","Coniferous","","Free","","Free","",""
"4404.10.00.40","2","Fence pickets, palings and rails","[""kg""]","","","","",""
"4404.10.00.80","2","Poles, piles and posts","[""kg""]","","","","",""
"4404.10.00.90","2","Other","[""kg""]","","","","",""
"4404.20.00","1","Nonconiferous","","Free","","Free","",""
"4404.20.00.40","2","Fence pickets, palings and rails","[""kg""]","","","","",""
"4404.20.00.80","2","Poles, piles and posts","[""kg""]","","","","",""
"4404.20.00.90","2","Other","[""kg""]","","","","",""
"4405.00.00.00","0","Wood wool (excelsior); wood flour","[""kg""]","3.2%","Free (A+,AU,BH,CL,CO,D,E,IL,JO,KR,MA,OM,P,PA,PE,S,SG)","33 1/3%","",""
"4406","0","Railway or tramway sleepers (cross-ties) of wood:","","","","","",""
"","1","Not impregnated:","","","","","",""
"4406.11.00.00","2","Coniferous","[""m<sup>3<\/sup>"",""No.""]","Free","","Free","",""
"4406.12.00.00","2","Nonconiferous","[""m<sup>3<\/sup>"",""No.""]","Free","","Free","",""
"","1","Other:","","","","","",""
"4406.91.00.00","2","Coniferous","[""m<sup>3<\/sup>"",""No.""]","Free","","Free","",""
"4406.92.00.00","2","Nonconiferous","[""m<sup>3<\/sup>"",""No.""]","Free","","Free","",""
"4407","0","Wood sawn or chipped lengthwise, sliced or peeled, whether or not planed, sanded or end-jointed, of a thickness exceeding 6 mm:","","","","","",""
"","1","Coniferous:","","","","","",""
"4407.11.00","2","Of pine (<u>Pinus</u> spp.)","","Free","","$1.70/m<sup>3</sup>","",""
"4407.11.00.01","3","Finger-jointed","[""m<sup>3<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"4407.11.00.02","4","Treated with paint, stain, creosote or other preservative","[""m<sup>3<\/sup>""]","","","","",""
"","4","Not treated:","","","","","",""
"","5","Eastern white pine (<u>Pinus</u> <u>strobus</u>) and red pine (<u>Pinus</u> <u>resinosa</u>):","","","","","",""
"4407.11.00.42","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.11.00.43","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Lodgepole pine (<u>Pinus</u> <u>contorta</u>):","","","","","",""
"4407.11.00.44","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.11.00.45","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Southern yellow pine (Loblolly pine (<u>Pinus</u> <u>taeda</u>)), long leaf pine (<u>Pinus</u> <u>palustris</u>), pitch pine (<u>Pinus</u> <u>rigida</u>), short leaf pine (<u>Pinus</u> <u>echinata</u>), slash pine (<u>Pinus</u> <u>elliottii</u>) and Virginia pine (<u>Pinus</u> <u>virginiana</u>):","","","","","",""
"4407.11.00.46","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.11.00.47","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Ponderosa pine (<u>Pinus</u> <u>ponderosa</u>):","","","","","",""
"4407.11.00.48","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.11.00.49","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Other pine:","","","","","",""
"4407.11.00.52","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.11.00.53","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"4407.12.00","2","Of fir (<u>Abies</u> spp.) and spruce (<u>Picea</u> spp.)","","Free","","$1.70/m<sup>3</sup>","",""
"4407.12.00.01","3","Finger-jointed","[""m<sup>3<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"4407.12.00.02","4","Treated with paint, stain, creosote or other preservative","[""m<sup>3<\/sup>""]","","","","",""
"","4","Not treated:","","","","","",""
"","5","Sitka spruce (<u>Picea</u> <u>sitchensis</u>):","","","","","",""
"4407.12.00.17","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.12.00.18","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Other spruce:","","","","","",""
"4407.12.00.19","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.12.00.20","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Fir (<u>Abies</u> spp.):","","","","","",""
"4407.12.00.58","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.12.00.59","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"4407.13.00.00","2","Of S-P-F (spruce (<u>Picea</u> spp.), pine (<u>Pinus</u> spp.) and fir (<u>Abies</u> spp.))","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4407.14.00.00","2","Of Hem-fir (Western hemlock (<u>Tsuga</u> <u>heterophylla</u>) and fir (<u>Abies</u> spp.))","[""m<sup>3<\/sup>""]","Free","","$1.70/m<sup>3</sup>","",""
"4407.19.00","2","Other","","Free","","$1.70/m<sup>3</sup>","",""
"4407.19.00.01","3","Finger-jointed","[""m<sup>3<\/sup>""]","","","","",""
"","3","Other:","","","","","",""
"4407.19.00.02","4","Treated with paint, stain, creosote or other preservative","[""m<sup>3<\/sup>""]","","","","",""
"","4","Not treated:","","","","","",""
"","5","Douglas-fir <u>(Pseudotsuga</u> <u>menziesii</u>):","","","","","",""
"","6","Rough:","","","","","",""
"4407.19.00.54","7","Having a minimum dimension less than 5.1 cm","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.55","7","Having a minimum dimension 5.1 cm or more but less than 12.7 cm","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.56","7","Having a minimum dimension 12.7 cm or more","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.57","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Hemlock (<u>Tsuga</u> spp.):","","","","","",""
"4407.19.00.64","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.65","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Larch (<u>Larix</u> spp.):","","","","","",""
"4407.19.00.66","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.67","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Western red cedar:","","","","","",""
"4407.19.00.68","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.69","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Yellow cedar (<u>Chamaecyparis</u> <u>nootkatensis</u>):","","","","","",""
"4407.19.00.74","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.75","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Other cedar (<u>Thuja</u> spp., <u>Juniperus</u> spp., <u>Chamaecyparis</u> spp., <u>Cupressus</u> spp. and <u>Libocedrus</u> spp.):","","","","","",""
"4407.19.00.76","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.77","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Redwood (<u>Sequoia</u> <u>sempervirens</u>):","","","","","",""
"4407.19.00.82","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.83","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","5","Other:","","","","","",""
"4407.19.00.92","6","Rough","[""m<sup>3<\/sup>""]","","","","",""
"4407.19.00.93","6","Other","[""m<sup>3<\/sup>""]","","","","",""
"","1","Of tropical wood:","","","","","",""
"4407.21.00.00","2","Mahogany (<u>Swietenia</u> spp.)","[""m<sup>3<\/sup>""]","Free","","$1.27/m<sup>3</sup>","",""
"4407.22.00","2","Virola, Imbuia and Balsa","","Free","","$1.27/m<sup>3</sup>","",""
"4407.22.00.06","3","Balsa (<u>Ochroma</u> <u>lagopus</u>)","[""m<sup>3<\/sup>""]","","","","",""
"4407.22.00.91","3","Other","[""m<sup>3<\/sup>""]","","","","",""
"4407.23.01.00","2","Teak","[""m<sup>3<\/sup>""]","Free","","$1.27/m<sup>3</sup>","",""
"4407.25.00.00","2","Dark Red Meranti, Light Red Meranti and Meranti Bakau","[""m<sup>3<\/sup>""]","Free","","$1.27/m<sup>3</sup>","",""
"4407.26.00.00","2","White Lauan, White Meranti, White Seraya, Yellow Meranti and Alan","[""m<sup>3<\/sup>""]","Free","","$1.27/m<sup>3</sup>","",""
